Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
04/30/15 12:00 PM	16.5	0.061	0.011	0.100	0.061
04/30/15 02:00 PM	19.8	0.066	0.015	0.100	0.061
04/30/15 04:00 PM	20.9	0.068	0.015	0.100	0.061
04/30/15 06:00 PM	20.6	0.066	0.011	0.101	0.062
04/30/15 08:00 PM	17.6	0.062	0.005	0.102	0.063
04/30/15 10:00 PM	8.0	0.057	0.001	0.102	0.064
05/01/15 12:00 AM	5.3	0.054	-0.001	0.102	0.064
05/01/15 02:00 AM	2.8	0.053	-0.001	0.101	0.064
05/01/15 04:00 AM	1.4	0.051	-0.002	0.100	0.063
05/01/15 06:00 AM	0.0	0.050	-0.002	0.100	0.062
05/01/15 08:00 AM	2.6	0.050	-0.002	0.100	0.062
05/01/15 10:00 AM	12.3	0.053	-0.001	0.099	0.060
05/01/15 12:00 PM	16.9	0.059	0.004	0.099	0.060
05/01/15 02:00 PM	20.7	0.063	0.008	0.099	0.060
05/01/15 04:00 PM	23.1	0.064	0.008	0.100	0.060
05/01/15 06:00 PM	23.2	0.062	0.004	0.100	0.061
05/01/15 08:00 PM	18.4	0.057	-0.002	0.101	0.062
05/01/15 10:00 PM	7.5	0.053	-0.006	0.101	0.063
05/02/15 12:00 AM	4.6	0.049	-0.008	0.101	0.063
05/02/15 02:00 AM	3.0	0.048	-0.009	0.100	0.062
05/02/15 04:00 AM	2.5	0.047	-0.009	0.100	0.062
05/02/15 06:00 AM	3.2	0.046	-0.009	0.099	0.061
05/02/15 08:00 AM	3.8	0.046	-0.009	0.099	0.060
05/02/15 10:00 AM	14.3	0.049	-0.008	0.098	0.060
05/02/15 12:00 PM	19.6	0.054	-0.003	0.098	0.059
05/02/15 02:00 PM	23.0	0.058	0.000	0.099	0.059
05/02/15 04:00 PM	25.1	0.060	0.000	0.099	0.059
05/02/15 06:00 PM	24.6	0.057	-0.002	0.100	0.060
05/02/15 08:00 PM	19.7	0.054	-0.007	0.100	0.060
05/02/15 10:00 PM	12.7	0.049	-0.011	0.100	0.061
05/03/15 12:00 AM	11.7	0.047	-0.013	0.100	0.061
05/03/15 02:00 AM	9.5	0.045	-0.014	0.100	0.061
05/03/15 04:00 AM	6.8	0.043	-0.014	0.100	0.061
05/03/15 06:00 AM	7.0	0.043	-0.014	0.099	0.060
05/03/15 08:00 AM	7.4	0.042	-0.015	0.099	0.060
05/03/15 10:00 AM	15.3	0.044	-0.014	0.098	0.059
05/03/15 12:00 PM	18.4	0.049	-0.009	0.098	0.059
05/03/15 02:00 PM	20.7	0.052	-0.007	0.098	0.058
05/03/15 04:00 PM	19.4	0.052	-0.007	0.098	0.059
05/03/15 06:00 PM	19.4	0.050	-0.008	0.099	0.059
05/03/15 08:00 PM	16.4	0.048	-0.011	0.099	0.060
05/03/15 10:00 PM	7.8	0.044	-0.014	0.100	0.060
05/04/15 12:00 AM	5.6	0.042	-0.016	0.099	0.060
05/04/15 02:00 AM	4.4	0.040	-0.017	0.099	0.060
05/04/15 04:00 AM	4.2	0.039	-0.018	0.098	0.060
05/04/15 06:00 AM	4.5	0.038	-0.018	0.097	0.059
05/04/15 08:00 AM	6.3	0.038	-0.018	0.097	0.058
05/04/15 10:00 AM	16.0	0.041	-0.016	0.097	0.057
05/04/15 12:00 PM	20.0	0.048	-0.010	0.097	0.057
05/04/15 02:00 PM	23.1	0.053	-0.005	0.097	0.057
05/04/15 04:00 PM	24.0	0.054	-0.004	0.098	0.057
05/04/15 06:00 PM	22.7	0.050	-0.008	0.099	0.058
05/04/15 08:00 PM	18.2	0.045	-0.014	0.100	0.059
05/04/15 10:00 PM	11.1	0.041	-0.017	0.100	0.060
05/05/15 12:00 AM	7.6	0.038	-0.019	0.099	0.060
05/05/15 02:00 AM	6.3	0.036	-0.020	0.099	0.060
05/05/15 04:00 AM	6.1	0.035	-0.020	0.098	0.059
05/05/15 06:00 AM	7.6	0.035	-0.020	0.097	0.059
05/05/15 08:00 AM	9.7	0.035	-0.020	0.097	0.058
05/05/15 10:00 AM	17.7	0.038	-0.019	0.097	0.057
05/05/15 12:00 PM	21.4	0.044	-0.014	0.097	0.056
05/05/15 02:00 PM	22.5	0.049	-0.008	0.097	0.056
05/05/15 04:00 PM	19.6	0.044	-0.012	0.098	0.057
05/05/15 06:00 PM	14.2	0.043	-0.014	0.098	0.058
05/05/15 08:00 PM	10.6	0.036	-0.024	0.097	0.056
05/05/15 10:00 PM	7.2	0.034	-0.026	0.097	0.053
05/06/15 12:00 AM	5.8	0.032	-0.024	0.096	0.054
05/06/15 02:00 AM	5.3	0.031	-0.022	0.096	0.055
05/06/15 04:00 AM	5.8	0.031	-0.020	0.096	0.056
05/06/15 06:00 AM	6.4	0.031	-0.020	0.095	0.056
05/06/15 08:00 AM	6.4	0.031	-0.019	0.095	0.056
05/06/15 10:00 AM	11.6	0.032	-0.019	0.095	0.055
05/06/15 12:00 PM	14.3	0.036	-0.015	0.094	0.054
05/06/15 02:00 PM	11.1	0.035	-0.016	0.094	0.054
05/06/15 04:00 PM	18.4	0.040	-0.008	0.094	0.055
05/06/15 06:00 PM	16.3	0.041	-0.008	0.095	0.055
05/06/15 08:00 PM	9.7	0.038	-0.014	0.095	0.055
05/06/15 10:00 PM	7.4	0.034	-0.017	0.095	0.055
