Measurement Time	Port 1 ECT/RT-1 Temperature Temp °C	Port 2 5TM Moisture/Temp m³/m³ VWC	Port 2 5TM Moisture/Temp Temp °C	Port 3 5TM Moisture/Temp m³/m³ VWC	Port 3 5TM Moisture/Temp Temp °C	Port 4 5TM Moisture/Temp m³/m³ VWC	Port 4 5TM Moisture/Temp Temp °C	Port 5 EC-5 Soil Moisture m³/m³ VWC
10/14/12 02:00 AM	1.6	0.048	12.2	0.052	10.8	* * * 	* * * 	0.028
10/14/12 04:00 AM	0.4	0.047	10.9	0.051	9.2	* * * 	* * * 	0.029
10/14/12 06:00 AM	-0.0	0.047	9.8	0.051	8.4	* * * 	* * * 	0.029
10/14/12 08:00 AM	-0.4	0.046	9.2	0.050	7.8	* * * 	* * * 	0.030
10/14/12 10:00 AM	10.2	0.046	8.9	0.051	8.8	* * * 	* * * 	0.030
10/14/12 12:00 PM	17.5	0.047	10.3	0.055	14.4	* * * 	* * * 	0.030
10/14/12 02:00 PM	21.9	0.049	13.7	0.057	19.1	* * * 	* * * 	0.030
10/14/12 04:00 PM	21.6	0.052	16.3	0.059	20.7	* * * 	* * * 	0.030
10/14/12 06:00 PM	20.4	0.052	17.2	0.058	18.9	* * * 	* * * 	0.030
10/14/12 08:00 PM	10.5	0.052	16.1	0.056	16.3	* * * 	* * * 	0.030
10/14/12 10:00 PM	7.4	0.050	14.3	0.054	13.8	* * * 	* * * 	0.030
10/15/12 12:00 AM	8.5	0.048	13.0	0.054	12.6	* * * 	* * * 	0.031
10/15/12 02:00 AM	6.3	0.048	12.3	0.053	11.8	* * * 	* * * 	0.031
10/15/12 04:00 AM	3.9	0.047	11.5	0.053	10.8	* * * 	* * * 	0.031
10/15/12 06:00 AM	4.3	0.047	10.8	0.052	10.0	* * * 	* * * 	0.031
10/15/12 08:00 AM	5.0	0.047	10.4	0.052	9.8	* * * 	* * * 	0.031
10/15/12 10:00 AM	7.0	0.047	10.2	0.052	9.9	* * * 	* * * 	0.031
10/15/12 12:00 PM	12.7	0.047	10.9	0.053	11.3	* * * 	* * * 	0.031
10/15/12 02:00 PM	22.0	0.048	13.1	0.056	15.9	* * * 	* * * 	0.031
10/15/12 04:00 PM	23.7	0.051	16.2	0.058	19.5	* * * 	* * * 	0.031
10/15/12 06:00 PM	24.0	0.052	17.4	0.058	17.9	* * * 	* * * 	0.031
10/15/12 08:00 PM	9.8	0.051	16.4	0.056	15.4	* * * 	* * * 	0.031
10/15/12 10:00 PM	5.9	0.049	14.1	0.054	12.5	* * * 	* * * 	0.032
10/16/12 12:00 AM	5.7	0.048	12.6	0.053	11.3	* * * 	* * * 	0.032
10/16/12 02:00 AM	5.5	0.047	11.7	0.053	10.6	* * * 	* * * 	0.032
10/16/12 04:00 AM	6.9	0.047	11.3	0.053	10.5	* * * 	* * * 	0.032
10/16/12 06:00 AM	8.1	0.047	11.3	0.053	10.8	* * * 	* * * 	0.032
10/16/12 08:00 AM	8.2	0.047	11.4	0.053	11.0	* * * 	* * * 	0.032
10/16/12 10:00 AM	8.0	0.047	11.4	0.053	11.0	* * * 	* * * 	0.032
10/16/12 12:00 PM	12.9	0.047	11.8	0.054	12.0	* * * 	* * * 	0.032
10/16/12 02:00 PM	14.3	0.048	12.9	0.056	14.5	* * * 	* * * 	0.032
10/16/12 04:00 PM	20.7	0.049	14.1	0.057	16.8	* * * 	* * * 	0.032
10/16/12 06:00 PM	15.0	0.050	14.7	0.057	15.5	* * * 	* * * 	0.032
10/16/12 08:00 PM	6.9	0.048	13.2	0.055	12.6	* * * 	* * * 	0.032
10/16/12 10:00 PM	2.6	0.047	11.4	0.053	9.8	* * * 	* * * 	0.032
10/17/12 12:00 AM	-0.3	0.046	9.7	0.052	7.7	* * * 	* * * 	0.032
10/17/12 02:00 AM	-2.1	0.046	8.6	0.051	6.6	* * * 	* * * 	0.032
10/17/12 04:00 AM	-5.2	0.045	7.5	0.051	5.4	* * * 	* * * 	0.031
10/17/12 06:00 AM	-8.4	0.045	6.4	0.050	4.1	* * * 	* * * 	0.031
10/17/12 08:00 AM	-9.9	0.044	5.3	0.049	2.9	* * * 	* * * 	0.031
10/17/12 10:00 AM	5.1	0.044	4.7	0.050	3.9	* * * 	* * * 	0.030
10/17/12 12:00 PM	14.1	0.044	6.1	0.054	10.4	* * * 	* * * 	0.030
10/17/12 02:00 PM	17.0	0.046	9.6	0.057	15.5	* * * 	* * * 	0.030
10/17/12 04:00 PM	19.2	0.048	12.8	0.058	17.5	* * * 	* * * 	0.030
10/17/12 06:00 PM	17.9	0.050	14.4	0.057	14.8	* * * 	* * * 	0.030
10/17/12 08:00 PM	4.0	0.048	12.9	0.055	11.7	* * * 	* * * 	0.030
10/17/12 10:00 PM	-1.1	0.047	10.5	0.053	8.9	* * * 	* * * 	0.030
10/18/12 12:00 AM	-5.6	0.046	8.6	0.051	6.6	* * * 	* * * 	0.030
10/18/12 02:00 AM	-5.4	0.045	7.0	0.051	5.0	* * * 	* * * 	0.030
10/18/12 04:00 AM	-4.8	0.045	6.1	0.050	4.3	* * * 	* * * 	0.030
10/18/12 06:00 AM	-6.8	0.044	5.4	0.050	3.6	* * * 	* * * 	0.030
10/18/12 08:00 AM	-5.6	0.044	4.8	0.049	3.1	* * * 	* * * 	0.030
10/18/12 10:00 AM	5.9	0.044	4.6	0.050	4.4	* * * 	* * * 	0.030
10/18/12 12:00 PM	14.5	0.045	6.2	0.054	10.4	* * * 	* * * 	0.030
10/18/12 02:00 PM	18.8	0.046	9.8	0.057	15.8	* * * 	* * * 	0.030
10/18/12 04:00 PM	20.0	0.048	13.1	0.058	17.9	* * * 	* * * 	0.030
10/18/12 06:00 PM	19.0	0.050	14.7	0.057	15.1	* * * 	* * * 	0.030
10/18/12 08:00 PM	0.7	0.048	13.1	0.054	11.7	* * * 	* * * 	0.030
10/18/12 10:00 PM	-0.5	0.047	10.3	0.053	8.6	* * * 	* * * 	0.030
10/19/12 12:00 AM	-1.1	0.046	8.7	0.052	7.1	* * * 	* * * 	0.030
10/19/12 02:00 AM	-1.3	0.046	7.7	0.051	6.2	* * * 	* * * 	0.030
10/19/12 04:00 AM	-1.1	0.045	7.0	0.051	5.6	* * * 	* * * 	0.030
10/19/12 06:00 AM	0.7	0.045	6.7	0.051	5.6	* * * 	* * * 	0.030
10/19/12 08:00 AM	0.5	0.045	6.7	0.051	5.7	* * * 	* * * 	0.030
10/19/12 10:00 AM	5.4	0.045	6.6	0.051	6.2	* * * 	* * * 	0.030
10/19/12 12:00 PM	9.9	0.045	7.8	0.052	8.6	* * * 	* * * 	0.030
10/19/12 02:00 PM	13.6	0.045	10.1	0.045	11.4	* * * 	* * * 	0.013
10/19/12 04:00 PM	13.1	0.045	11.8	0.040	13.2	* * * 	* * * 	0.009
10/19/12 06:00 PM	11.1	0.045	12.1	0.039	12.9	* * * 	* * * 	0.009
10/19/12 08:00 PM	5.7	0.045	11.3	0.039	11.3	* * * 	* * * 	0.009
10/19/12 10:00 PM	3.3	0.044	9.8	0.038	9.2	* * * 	* * * 	0.009
10/20/12 12:00 AM	3.1	0.043	8.6	0.037	7.9	* * * 	* * * 	0.009
10/20/12 02:00 AM	5.8	0.043	8.3	0.037	7.8	* * * 	* * * 	0.009
10/20/12 04:00 AM	4.1	0.043	8.4	0.037	8.1	* * * 	* * * 	0.009
10/20/12 06:00 AM	0.1	0.043	7.6	0.036	6.8	* * * 	* * * 	0.009
10/20/12 08:00 AM	3.8	0.043	7.0	0.036	6.4	* * * 	* * * 	0.009
10/20/12 10:00 AM	7.9	0.043	7.2	0.036	7.0	* * * 	* * * 	0.009
10/20/12 12:00 PM	14.5	0.043	8.6	0.038	9.9	* * * 	* * * 	0.009
10/20/12 02:00 PM	16.8	0.044	11.1	0.040	13.6	* * * 	* * * 	0.009
10/20/12 04:00 PM	21.5	0.045	13.2	0.041	15.9	* * * 	* * * 	0.010
10/20/12 06:00 PM	18.0	0.046	14.3	0.041	15.1	* * * 	* * * 	0.010
10/20/12 08:00 PM	9.3	0.045	12.9	0.040	12.7	* * * 	* * * 	0.009
10/20/12 10:00 PM	4.6	0.045	11.1	0.039	10.3	* * * 	* * * 	0.010
10/21/12 12:00 AM	2.6	0.044	9.6	0.038	8.7	* * * 	* * * 	0.010
10/21/12 02:00 AM	2.1	0.043	8.6	0.038	7.7	* * * 	* * * 	0.010
10/21/12 04:00 AM	2.4	0.043	8.1	0.037	7.3	* * * 	* * * 	0.010
10/21/12 06:00 AM	1.2	0.043	7.7	0.037	6.9	* * * 	* * * 	0.010
10/21/12 08:00 AM	0.3	0.043	7.3	0.036	6.5	* * * 	* * * 	0.010
10/21/12 10:00 AM	2.5	0.043	7.0	0.036	6.3	* * * 	* * * 	0.010
10/21/12 12:00 PM	8.5	0.043	8.1	0.038	8.0	* * * 	* * * 	0.010
10/21/12 02:00 PM	12.9	0.044	10.7	0.039	11.7	* * * 	* * * 	0.010
10/21/12 04:00 PM	14.3	0.045	12.7	0.040	13.9	* * * 	* * * 	0.010
10/21/12 06:00 PM	12.6	0.045	13.2	0.040	13.6	* * * 	* * * 	0.010
10/21/12 08:00 PM	7.5	0.045	11.9	0.040	11.5	* * * 	* * * 	0.010
10/21/12 10:00 PM	5.6	0.045	10.6	0.039	10.0	* * * 	* * * 	0.010
10/22/12 12:00 AM	-0.4	0.044	9.4	0.038	8.5	* * * 	* * * 	0.010
10/22/12 02:00 AM	-1.3	0.043	7.9	0.037	6.5	* * * 	* * * 	0.010
10/22/12 04:00 AM	1.3	0.043	7.3	0.037	6.2	* * * 	* * * 	0.010
10/22/12 06:00 AM	2.7	0.043	7.2	0.037	6.4	* * * 	* * * 	0.010
10/22/12 08:00 AM	2.7	0.043	7.3	0.037	6.6	* * * 	* * * 	0.010
10/22/12 10:00 AM	3.6	0.043	7.2	0.037	6.5	* * * 	* * * 	0.010
10/22/12 12:00 PM	6.5	0.043	7.9	0.038	7.7	* * * 	* * * 	0.010
10/22/12 02:00 PM	3.6	0.044	8.5	0.039	8.0	* * * 	* * * 	0.011
10/22/12 04:00 PM	3.8	0.045	8.6	0.040	8.1	* * * 	* * * 	0.011
10/22/12 06:00 PM	4.3	0.045	9.3	0.041	8.8	* * * 	* * * 	0.011
10/22/12 08:00 PM	3.8	0.045	8.8	0.041	7.7	* * * 	* * * 	0.011
10/22/12 10:00 PM	3.3	0.045	8.1	0.041	6.9	* * * 	* * * 	0.011
10/23/12 12:00 AM	1.5	0.045	7.4	0.041	6.2	* * * 	* * * 	0.011
10/23/12 02:00 AM	1.1	0.045	6.8	0.041	5.4	* * * 	* * * 	0.011
10/23/12 04:00 AM	1.1	0.044	6.4	0.041	5.1	* * * 	* * * 	0.011
10/23/12 06:00 AM	0.7	0.044	6.1	0.041	4.8	* * * 	* * * 	0.011
10/23/12 08:00 AM	0.2	0.044	5.7	0.041	4.4	* * * 	* * * 	0.011
10/23/12 10:00 AM	0.9	0.044	5.4	0.041	4.1	* * * 	* * * 	0.011
10/23/12 12:00 PM	4.1	0.044	6.1	0.042	5.9	* * * 	* * * 	0.011
10/23/12 02:00 PM	6.2	0.045	7.0	0.043	7.2	* * * 	* * * 	0.011
10/23/12 04:00 PM	7.1	0.045	7.7	0.044	8.0	* * * 	* * * 	0.011
10/23/12 06:00 PM	7.5	0.045	7.8	0.043	6.5	* * * 	* * * 	0.010
10/23/12 08:00 PM	-1.2	0.045	6.3	0.042	4.5	* * * 	* * * 	0.010
10/23/12 10:00 PM	-5.6	0.044	5.0	0.042	3.1	* * * 	* * * 	0.009
10/24/12 12:00 AM	-6.2	0.044	4.1	0.041	2.4	* * * 	* * * 	0.009
10/24/12 02:00 AM	-6.6	0.043	3.5	0.041	1.7	* * * 	* * * 	0.009
10/24/12 04:00 AM	-7.4	0.043	2.8	0.040	0.7	* * * 	* * * 	0.009
10/24/12 06:00 AM	-7.7	0.043	2.2	0.040	-0.3	* * * 	* * * 	0.009
10/24/12 08:00 AM	-7.9	0.042	1.6	0.040	-1.1	* * * 	* * * 	0.009
10/24/12 10:00 AM	-2.8	0.042	1.0	0.040	-1.0	* * * 	* * * 	0.009
10/24/12 12:00 PM	2.8	0.043	1.4	0.041	0.5	* * * 	* * * 	0.009
10/24/12 02:00 PM	9.2	0.044	2.5	0.043	3.4	* * * 	* * * 	0.009
10/24/12 04:00 PM	11.5	0.046	6.3	0.046	8.6	* * * 	* * * 	0.009
10/24/12 06:00 PM	8.4	0.047	8.3	0.046	7.5	* * * 	* * * 	0.009
10/24/12 08:00 PM	-5.0	0.046	6.5	0.044	4.2	* * * 	* * * 	0.009
10/24/12 10:00 PM	-3.8	0.045	4.6	0.043	2.6	* * * 	* * * 	0.009
10/25/12 12:00 AM	-4.5	0.045	3.8	0.043	2.0	* * * 	* * * 	0.009
10/25/12 02:00 AM	-2.7	0.044	3.2	0.043	1.7	* * * 	* * * 	0.009
10/25/12 04:00 AM	-3.0	0.044	3.1	0.043	1.6	* * * 	* * * 	0.009
10/25/12 06:00 AM	-3.3	0.044	3.0	0.043	1.6	* * * 	* * * 	0.009
10/25/12 08:00 AM	-3.6	0.044	2.9	0.043	1.6	* * * 	* * * 	0.009
10/25/12 10:00 AM	-2.7	0.044	2.9	0.043	1.6	* * * 	* * * 	0.009
10/25/12 12:00 PM	3.6	0.045	2.9	0.044	1.8	* * * 	* * * 	0.009
10/25/12 02:00 PM	4.8	0.045	3.8	0.045	4.5	* * * 	* * * 	0.009
10/25/12 04:00 PM	5.6	0.046	6.2	0.048	7.9	* * * 	* * * 	0.009
10/25/12 06:00 PM	1.2	0.047	6.5	0.047	6.7	* * * 	* * * 	0.009
10/25/12 08:00 PM	-0.6	0.046	5.2	0.047	4.7	* * * 	* * * 	0.009
10/25/12 10:00 PM	-3.0	0.046	4.2	0.046	3.2	* * * 	* * * 	0.009
10/26/12 12:00 AM	-5.2	0.045	3.5	0.045	2.3	* * * 	* * * 	0.009
10/26/12 02:00 AM	-7.0	0.045	2.9	0.045	1.6	* * * 	* * * 	0.009
10/26/12 04:00 AM	-9.2	0.045	2.2	0.044	0.6	* * * 	* * * 	0.008
10/26/12 06:00 AM	-6.9	0.044	1.5	0.043	-0.5	* * * 	* * * 	0.009
10/26/12 08:00 AM	-5.3	0.044	1.2	0.043	-0.5	* * * 	* * * 	0.009
10/26/12 10:00 AM	-4.0	0.044	1.3	0.044	-0.2	* * * 	* * * 	0.008
10/26/12 12:00 PM	-2.7	0.044	1.6	0.044	0.3	* * * 	* * * 	0.008
10/26/12 02:00 PM	-3.2	0.045	1.8	0.044	0.8	* * * 	* * * 	0.008
10/26/12 04:00 PM	-2.2	0.045	1.9	0.045	0.9	* * * 	* * * 	0.008
10/26/12 06:00 PM	-2.3	0.045	2.1	0.045	1.1	* * * 	* * * 	0.008
10/26/12 08:00 PM	-2.6	0.045	2.2	0.045	1.1	* * * 	* * * 	0.008
10/26/12 10:00 PM	-2.9	0.045	2.2	0.045	1.2	* * * 	* * * 	0.008
10/27/12 12:00 AM	-2.8	0.045	2.2	0.045	1.2	* * * 	* * * 	0.008
10/27/12 02:00 AM	-2.6	0.045	2.2	0.045	1.2	* * * 	* * * 	0.008
10/27/12 04:00 AM	-2.5	0.045	2.3	0.045	1.3	* * * 	* * * 	0.008
10/27/12 06:00 AM	-2.3	0.046	2.3	0.046	1.4	* * * 	* * * 	0.008
10/27/12 08:00 AM	-2.5	0.046	2.3	0.046	1.4	* * * 	* * * 	0.008
10/27/12 10:00 AM	-1.6	0.046	2.4	0.046	1.5	* * * 	* * * 	0.008
10/27/12 12:00 PM	1.3	0.046	2.4	0.046	1.5	* * * 	* * * 	0.008
10/27/12 02:00 PM	2.8	0.046	2.6	0.046	1.7	* * * 	* * * 	0.008
10/27/12 04:00 PM	1.6	0.047	3.6	0.047	2.0	* * * 	* * * 	0.008
10/27/12 06:00 PM	0.5	0.047	4.1	0.047	2.4	* * * 	* * * 	0.008
10/27/12 08:00 PM	-1.0	0.047	3.8	0.048	2.3	* * * 	* * * 	0.008
10/27/12 10:00 PM	-0.9	0.047	3.3	0.048	1.9	* * * 	* * * 	0.008
10/28/12 12:00 AM	-0.1	0.047	3.1	0.048	1.8	* * * 	* * * 	0.008
10/28/12 02:00 AM	0.1	0.047	3.0	0.048	1.9	* * * 	* * * 	0.008
10/28/12 04:00 AM	-0.1	0.047	3.0	0.048	1.9	* * * 	* * * 	0.008
10/28/12 06:00 AM	-1.1	0.047	3.0	0.048	1.9	* * * 	* * * 	0.008
10/28/12 08:00 AM	-1.6	0.047	2.8	0.048	1.7	* * * 	* * * 	0.008
10/28/12 10:00 AM	0.8	0.047	2.8	0.048	1.8	* * * 	* * * 	0.008
10/28/12 12:00 PM	3.0	0.047	3.3	0.049	2.8	* * * 	* * * 	0.009
10/28/12 02:00 PM	4.8	0.048	4.7	0.050	4.5	* * * 	* * * 	0.008
10/28/12 04:00 PM	9.3	0.049	6.3	0.051	6.8	* * * 	* * * 	0.009
10/28/12 06:00 PM	7.1	0.050	8.1	0.053	8.0	* * * 	* * * 	0.008
10/28/12 08:00 PM	3.8	0.050	7.3	0.052	6.3	* * * 	* * * 	0.009
10/28/12 10:00 PM	3.6	0.049	6.3	0.051	5.2	* * * 	* * * 	0.009
10/29/12 12:00 AM	2.5	0.049	5.6	0.051	4.5	* * * 	* * * 	0.009
10/29/12 02:00 AM	2.8	0.049	5.0	0.051	4.1	* * * 	* * * 	0.009
10/29/12 04:00 AM	3.1	0.048	4.8	0.051	4.0	* * * 	* * * 	0.009
10/29/12 06:00 AM	3.1	0.048	4.6	0.051	3.9	* * * 	* * * 	0.009
10/29/12 08:00 AM	2.9	0.048	4.5	0.051	3.8	* * * 	* * * 	0.009
10/29/12 10:00 AM	4.8	0.048	4.5	0.051	4.0	* * * 	* * * 	0.009
10/29/12 12:00 PM	14.3	0.049	5.6	0.053	6.8	* * * 	* * * 	0.009
10/29/12 02:00 PM	16.4	0.051	8.7	0.057	12.2	* * * 	* * * 	0.009
10/29/12 04:00 PM	20.4	0.052	11.2	0.059	13.6	* * * 	* * * 	0.009
10/29/12 06:00 PM	20.1	0.053	12.6	0.058	12.3	* * * 	* * * 	0.009
10/29/12 08:00 PM	7.1	0.053	10.8	0.057	9.6	* * * 	* * * 	0.009
10/29/12 10:00 PM	4.2	0.052	8.7	0.056	7.3	* * * 	* * * 	0.009
10/30/12 12:00 AM	2.7	0.051	7.1	0.055	5.7	* * * 	* * * 	0.010
10/30/12 02:00 AM	1.9	0.050	6.0	0.054	4.7	* * * 	* * * 	0.010
10/30/12 04:00 AM	2.1	0.050	5.4	0.054	4.1	* * * 	* * * 	0.010
10/30/12 06:00 AM	2.2	0.049	5.0	0.054	3.9	* * * 	* * * 	0.010
10/30/12 08:00 AM	2.1	0.049	4.9	0.054	3.9	* * * 	* * * 	0.009
10/30/12 10:00 AM	3.9	0.049	4.8	0.054	4.0	* * * 	* * * 	0.009
10/30/12 12:00 PM	8.8	0.050	5.6	0.054	5.5	* * * 	* * * 	0.009
10/30/12 02:00 PM	18.8	0.051	8.2	0.057	10.1	* * * 	* * * 	0.009
10/30/12 04:00 PM	17.7	0.053	11.4	0.060	13.4	* * * 	* * * 	0.010
10/30/12 06:00 PM	17.0	0.054	12.0	0.060	12.0	* * * 	* * * 	0.010
10/30/12 08:00 PM	5.2	0.053	10.4	0.058	9.2	* * * 	* * * 	0.010
10/30/12 10:00 PM	4.4	0.052	8.4	0.057	6.9	* * * 	* * * 	0.010
10/31/12 12:00 AM	3.2	0.051	7.1	0.056	5.8	* * * 	* * * 	0.010
10/31/12 02:00 AM	1.5	0.051	6.2	0.056	4.8	* * * 	* * * 	0.010
10/31/12 04:00 AM	2.2	0.050	5.4	0.055	4.1	* * * 	* * * 	0.010
10/31/12 06:00 AM	3.1	0.050	5.1	0.055	4.1	* * * 	* * * 	0.010
10/31/12 08:00 AM	2.1	0.050	5.0	0.055	3.9	* * * 	* * * 	0.010
10/31/12 10:00 AM	5.0	0.050	4.8	0.055	4.0	* * * 	* * * 	0.010
10/31/12 12:00 PM	13.3	0.051	6.0	0.056	6.3	* * * 	* * * 	0.010
10/31/12 02:00 PM	15.7	0.052	8.3	0.058	9.3	* * * 	* * * 	0.010
10/31/12 04:00 PM	18.9	0.053	10.2	0.060	11.2	* * * 	* * * 	0.010
10/31/12 06:00 PM	14.2	0.054	11.1	0.061	11.4	* * * 	* * * 	0.010
10/31/12 08:00 PM	7.3	0.054	10.0	0.060	9.4	* * * 	* * * 	0.010
10/31/12 10:00 PM	6.4	0.053	8.5	0.058	7.5	* * * 	* * * 	0.010
11/01/12 12:00 AM	5.3	0.052	7.3	0.058	6.3	* * * 	* * * 	0.010
11/01/12 02:00 AM	4.6	0.052	6.5	0.057	5.5	* * * 	* * * 	0.010
11/01/12 04:00 AM	4.1	0.051	5.8	0.057	4.9	* * * 	* * * 	0.010
11/01/12 06:00 AM	4.9	0.051	5.5	0.056	4.8	* * * 	* * * 	0.010
11/01/12 08:00 AM	3.9	0.051	5.3	0.056	4.7	* * * 	* * * 	0.010
11/01/12 10:00 AM	5.9	0.051	5.3	0.056	4.8	* * * 	* * * 	0.010
11/01/12 12:00 PM	8.7	0.052	6.2	0.057	6.2	* * * 	* * * 	0.010
11/01/12 02:00 PM	12.5	0.052	7.5	0.059	8.1	* * * 	* * * 	0.010
11/01/12 04:00 PM	11.3	0.053	8.4	0.059	9.0	* * * 	* * * 	0.010
11/01/12 06:00 PM	12.7	0.053	8.5	0.059	8.7	* * * 	* * * 	0.010
11/01/12 08:00 PM	4.9	0.053	7.8	0.059	7.3	* * * 	* * * 	0.010
11/01/12 10:00 PM	1.3	0.052	6.5	0.057	5.4	* * * 	* * * 	0.010
11/02/12 12:00 AM	-1.4	0.051	5.2	0.056	3.8	* * * 	* * * 	0.010
11/02/12 02:00 AM	-1.6	0.051	4.3	0.056	2.8	* * * 	* * * 	0.010
11/02/12 04:00 AM	-2.6	0.051	3.6	0.055	2.1	* * * 	* * * 	0.010
11/02/12 06:00 AM	-3.8	0.050	3.0	0.055	1.6	* * * 	* * * 	0.010
11/02/12 08:00 AM	-4.0	0.050	2.7	0.054	1.2	* * * 	* * * 	0.009
11/02/12 10:00 AM	3.7	0.050	2.4	0.054	1.1	* * * 	* * * 	0.010
11/02/12 12:00 PM	14.9	0.050	3.1	0.057	4.7	* * * 	* * * 	0.010
11/02/12 02:00 PM	16.6	0.052	6.3	0.061	11.1	* * * 	* * * 	0.010
11/02/12 04:00 PM	18.0	0.054	9.5	0.063	13.6	* * * 	* * * 	0.009
11/02/12 06:00 PM	14.3	0.055	10.7	0.062	11.3	* * * 	* * * 	0.010
11/02/12 08:00 PM	-1.3	0.054	8.8	0.060	7.9	* * * 	* * * 	0.009
11/02/12 10:00 PM	0.0	0.053	6.5	0.058	5.3	* * * 	* * * 	0.010
11/03/12 12:00 AM	0.7	0.052	5.5	0.058	4.5	* * * 	* * * 	0.010
11/03/12 02:00 AM	-0.8	0.052	4.8	0.057	3.8	* * * 	* * * 	0.010
11/03/12 04:00 AM	-1.3	0.051	4.1	0.056	3.0	* * * 	* * * 	0.010
11/03/12 06:00 AM	-2.3	0.051	3.6	0.056	2.4	* * * 	* * * 	0.009
11/03/12 08:00 AM	-3.4	0.051	3.0	0.056	1.7	* * * 	* * * 	0.009
11/03/12 10:00 AM	4.8	0.051	2.7	0.056	1.8	* * * 	* * * 	0.010
11/03/12 12:00 PM	15.0	0.051	4.0	0.058	5.8	* * * 	* * * 	0.010
11/03/12 02:00 PM	17.5	0.053	7.4	0.062	12.0	* * * 	* * * 	0.010
11/03/12 04:00 PM	17.3	0.055	10.3	0.064	13.8	* * * 	* * * 	0.010
11/03/12 06:00 PM	11.1	0.056	11.2	0.063	11.8	* * * 	* * * 	0.010
11/03/12 08:00 PM	1.5	0.055	9.3	0.061	8.7	* * * 	* * * 	0.010
11/03/12 10:00 PM	2.7	0.054	7.4	0.060	6.6	* * * 	* * * 	0.010
11/04/12 12:00 AM	3.8	0.053	6.6	0.059	5.9	* * * 	* * * 	0.010
11/04/12 02:00 AM	3.4	0.053	6.2	0.059	5.6	* * * 	* * * 	0.010
11/04/12 04:00 AM	0.9	0.053	5.6	0.058	4.9	* * * 	* * * 	0.010
11/04/12 06:00 AM	-0.5	0.052	4.9	0.058	3.9	* * * 	* * * 	0.010
11/04/12 08:00 AM	1.5	0.052	4.4	0.057	3.7	* * * 	* * * 	0.010
11/04/12 10:00 AM	4.6	0.052	4.5	0.058	4.0	* * * 	* * * 	0.010
11/04/12 12:00 PM	14.1	0.053	5.4	0.059	6.5	* * * 	* * * 	0.011
11/04/12 02:00 PM	17.1	0.054	8.1	0.062	11.5	* * * 	* * * 	0.011
11/04/12 04:00 PM	17.5	0.056	10.2	0.064	12.7	* * * 	* * * 	0.011
11/04/12 06:00 PM	15.5	0.056	11.3	0.063	11.6	* * * 	* * * 	0.011
11/04/12 08:00 PM	5.3	0.056	9.9	0.062	9.4	* * * 	* * * 	0.011
11/04/12 10:00 PM	2.4	0.055	8.1	0.060	7.1	* * * 	* * * 	0.011
11/05/12 12:00 AM	2.7	0.054	6.9	0.059	5.9	* * * 	* * * 	0.011
11/05/12 02:00 AM	2.3	0.054	6.2	0.059	5.4	* * * 	* * * 	0.011
11/05/12 04:00 AM	1.0	0.053	5.6	0.059	4.8	* * * 	* * * 	0.011
11/05/12 06:00 AM	-0.4	0.053	5.1	0.058	4.1	* * * 	* * * 	0.011
