Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
04/13/14 12:00 PM	4.0	0.104	0.054	0.114	0.015
04/13/14 02:00 PM	5.9	0.108	0.056	0.114	0.015
04/13/14 04:00 PM	7.3	0.109	0.056	0.114	0.015
04/13/14 06:00 PM	7.6	0.110	0.054	0.115	0.016
04/13/14 08:00 PM	4.1	0.109	0.054	0.116	0.016
04/13/14 10:00 PM	-3.7	0.106	0.054	0.116	0.017
04/14/14 12:00 AM	-6.1	0.105	0.054	0.116	0.016
04/14/14 02:00 AM	-9.6	0.103	0.054	0.115	0.016
04/14/14 04:00 AM	-9.9	0.102	0.054	0.114	0.015
04/14/14 06:00 AM	-10.7	0.101	0.054	0.113	0.015
04/14/14 08:00 AM	-8.6	0.100	0.054	0.113	0.015
04/14/14 10:00 AM	1.9	0.100	0.054	0.113	0.016
04/14/14 12:00 PM	5.9	0.103	0.054	0.112	0.015
04/14/14 02:00 PM	9.6	0.106	0.055	0.112	0.015
04/14/14 04:00 PM	12.2	0.109	0.055	0.113	0.015
04/14/14 06:00 PM	14.0	0.110	0.053	0.114	0.015
04/14/14 08:00 PM	12.3	0.109	0.051	0.116	0.015
04/14/14 10:00 PM	0.0	0.106	0.051	0.117	0.016
04/15/14 12:00 AM	-1.9	0.105	0.052	0.117	0.017
04/15/14 02:00 AM	2.8	0.103	0.053	0.117	0.017
04/15/14 04:00 AM	-0.1	0.102	0.053	0.116	0.017
04/15/14 06:00 AM	-0.8	0.101	0.052	0.115	0.016
04/15/14 08:00 AM	-0.4	0.101	0.052	0.115	0.016
04/15/14 10:00 AM	5.0	0.100	0.052	0.115	0.016
04/15/14 12:00 PM	7.9	0.100	0.050	0.114	0.015
04/15/14 02:00 PM	12.6	0.101	0.051	0.114	0.015
04/15/14 04:00 PM	15.0	0.105	0.051	0.114	0.015
04/15/14 06:00 PM	13.3	0.105	0.049	0.115	0.016
04/15/14 08:00 PM	8.3	0.105	0.048	0.116	0.017
04/15/14 10:00 PM	1.8	0.102	0.048	0.117	0.017
04/16/14 12:00 AM	0.7	0.101	0.049	0.117	0.018
04/16/14 02:00 AM	-2.8	0.100	0.049	0.116	0.017
04/16/14 04:00 AM	-3.2	0.099	0.049	0.116	0.017
04/16/14 06:00 AM	-9.4	0.098	0.049	0.115	0.016
04/16/14 08:00 AM	-6.0	0.097	0.049	0.114	0.016
04/16/14 10:00 AM	3.2	0.097	0.049	0.114	0.015
04/16/14 12:00 PM	9.3	0.098	0.049	0.114	0.015
04/16/14 02:00 PM	11.7	0.100	0.049	0.114	0.015
04/16/14 04:00 PM	13.3	0.103	0.048	0.114	0.015
04/16/14 06:00 PM	14.1	0.104	0.047	0.115	0.016
04/16/14 08:00 PM	10.1	0.103	0.044	0.117	0.017
04/16/14 10:00 PM	5.4	0.100	0.043	0.117	0.018
04/17/14 12:00 AM	-0.9	0.099	0.044	0.117	0.018
04/17/14 02:00 AM	-2.9	0.098	0.046	0.117	0.018
04/17/14 04:00 AM	-3.2	0.097	0.046	0.117	0.018
04/17/14 06:00 AM	-3.4	0.096	0.046	0.116	0.017
04/17/14 08:00 AM	-2.3	0.095	0.046	0.116	0.017
04/17/14 10:00 AM	6.7	0.095	0.046	0.115	0.016
04/17/14 12:00 PM	11.8	0.096	0.046	0.115	0.016
04/17/14 02:00 PM	14.4	0.100	0.045	0.115	0.016
04/17/14 04:00 PM	18.0	0.100	0.044	0.115	0.016
04/17/14 06:00 PM	18.5	0.102	0.043	0.117	0.017
04/17/14 08:00 PM	16.1	0.100	0.041	0.117	0.018
04/17/14 10:00 PM	11.3	0.099	0.040	0.118	0.019
04/18/14 12:00 AM	7.0	0.097	0.040	0.118	0.020
04/18/14 02:00 AM	5.5	0.096	0.041	0.118	0.020
04/18/14 04:00 AM	6.3	0.095	0.041	0.118	0.020
04/18/14 06:00 AM	6.7	0.094	0.041	0.117	0.019
04/18/14 08:00 AM	6.7	0.094	0.041	0.117	0.019
04/18/14 10:00 AM	5.6	0.094	0.041	0.117	0.019
04/18/14 12:00 PM	7.1	0.094	0.040	0.117	0.019
04/18/14 02:00 PM	14.0	0.094	0.041	0.117	0.018
04/18/14 04:00 PM	17.2	0.094	0.039	0.117	0.018
04/18/14 06:00 PM	18.1	0.096	0.038	0.117	0.019
04/18/14 08:00 PM	13.5	0.096	0.037	0.117	0.019
04/18/14 10:00 PM	6.6	0.094	0.037	0.118	0.020
04/19/14 12:00 AM	5.6	0.093	0.038	0.118	0.021
04/19/14 02:00 AM	4.9	0.092	0.038	0.118	0.020
04/19/14 04:00 AM	2.7	0.091	0.039	0.117	0.020
04/19/14 06:00 AM	-0.9	0.090	0.039	0.117	0.020
04/19/14 08:00 AM	-1.6	0.090	0.039	0.117	0.019
04/19/14 10:00 AM	8.3	0.090	0.039	0.117	0.019
04/19/14 12:00 PM	13.7	0.091	0.039	0.116	0.018
04/19/14 02:00 PM	17.7	0.094	0.038	0.116	0.018
04/19/14 04:00 PM	20.0	0.095	0.037	0.117	0.019
04/19/14 06:00 PM	20.2	0.096	0.034	0.118	0.019
04/19/14 08:00 PM	17.5	0.094	0.032	0.119	0.021
04/19/14 10:00 PM	8.4	0.092	0.032	0.120	0.021
04/20/14 12:00 AM	2.5	0.090	0.032	0.120	0.021
04/20/14 02:00 AM	2.1	0.089	0.034	0.120	0.021
04/20/14 04:00 AM	3.2	0.089	0.034	0.119	0.021
04/20/14 06:00 AM	1.8	0.088	0.035	0.118	0.021
04/20/14 08:00 AM	4.1	0.088	0.035	0.118	0.020
04/20/14 10:00 AM	11.4	0.087	0.035	0.117	0.020
04/20/14 12:00 PM	16.7	0.088	0.034	0.117	0.019
04/20/14 02:00 PM	19.5	0.090	0.033	0.117	0.019
04/20/14 04:00 PM	20.6	0.092	0.032	0.118	0.020
04/20/14 06:00 PM	20.3	0.092	0.028	0.119	0.020
04/20/14 08:00 PM	17.3	0.091	0.026	0.121	0.021
04/20/14 10:00 PM	7.8	0.088	0.026	0.122	0.022
04/21/14 12:00 AM	0.8	0.085	0.026	0.122	0.023
04/21/14 02:00 AM	0.5	0.085	0.028	0.122	0.022
04/21/14 04:00 AM	-0.5	0.084	0.029	0.121	0.022
04/21/14 06:00 AM	-1.7	0.083	0.030	0.120	0.021
04/21/14 08:00 AM	0.0	0.083	0.031	0.119	0.021
04/21/14 10:00 AM	10.3	0.083	0.031	0.118	0.020
04/21/14 12:00 PM	16.0	0.083	0.030	0.118	0.020
04/21/14 02:00 PM	18.8	0.085	0.028	0.118	0.020
04/21/14 04:00 PM	21.0	0.086	0.026	0.118	0.020
04/21/14 06:00 PM	20.4	0.086	0.022	0.120	0.021
04/21/14 08:00 PM	16.5	0.083	0.021	0.121	0.021
04/21/14 10:00 PM	10.2	0.082	0.020	0.122	0.022
04/22/14 12:00 AM	7.6	0.080	0.021	0.122	0.023
04/22/14 02:00 AM	10.8	0.078	0.021	0.122	0.022
04/22/14 04:00 AM	10.5	0.078	0.021	0.122	0.022
04/22/14 06:00 AM	9.1	0.077	0.021	0.121	0.022
04/22/14 08:00 AM	7.6	0.077	0.021	0.120	0.021
04/22/14 10:00 AM	11.0	0.077	0.022	0.120	0.021
04/22/14 12:00 PM	18.1	0.078	0.022	0.120	0.021
04/22/14 02:00 PM	20.1	0.079	0.021	0.120	0.021
04/22/14 04:00 PM	17.0	0.080	0.020	0.121	0.021
04/22/14 06:00 PM	12.2	0.078	0.019	0.122	0.022
04/22/14 08:00 PM	8.0	0.077	0.019	0.122	0.023
04/22/14 10:00 PM	4.3	0.076	0.020	0.122	0.022
04/23/14 12:00 AM	2.7	0.070	0.015	0.121	0.018
04/23/14 02:00 AM	2.1	0.069	0.018	0.122	0.019
04/23/14 04:00 AM	-0.2	0.070	0.021	0.121	0.019
04/23/14 06:00 AM	-2.6	0.069	0.021	0.117	0.014
04/23/14 08:00 AM	-3.3	0.069	0.021	0.117	0.014
04/23/14 10:00 AM	2.2	0.070	0.024	0.118	0.016
04/23/14 12:00 PM	3.2	0.072	0.025	0.117	0.015
04/23/14 02:00 PM	7.2	0.077	0.036	0.116	0.016
04/23/14 04:00 PM	9.9	0.083	0.038	0.118	0.020
04/23/14 06:00 PM	9.4	0.083	0.036	0.119	0.020
04/23/14 08:00 PM	8.0	0.083	0.035	0.119	0.021
04/23/14 10:00 PM	2.2	0.082	0.036	0.120	0.021
