Measurement Time	Port 1 ECT/RT-1 Temperature Temp °C	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
04/07/12 08:00 PM	-75.1	* * * 	* * * 	* * * 	* * * 
04/07/12 10:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 12:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 02:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 04:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 06:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 08:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 10:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 12:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 02:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 04:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 06:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 08:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/08/12 10:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 12:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 02:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 04:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 06:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 08:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 10:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 12:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 02:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 04:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
04/09/12 06:00 PM	-16.6	* * * 	* * * 	* * * 	* * * 
04/09/12 08:00 PM	13.7	0.095	0.106	0.099	0.050
04/09/12 10:00 PM	5.8	0.089	0.102	0.094	0.050
04/10/12 12:00 AM	5.8	0.090	0.102	0.093	0.051
04/10/12 02:00 AM	5.2	0.089	0.102	0.092	0.052
04/10/12 04:00 AM	3.1	0.089	0.102	0.091	0.053
04/10/12 06:00 AM	1.9	0.089	0.102	0.090	0.054
04/10/12 08:00 AM	3.5	0.088	0.103	0.089	0.054
04/10/12 10:00 AM	14.0	0.087	0.105	0.091	0.054
04/10/12 12:00 PM	20.4	0.089	0.106	0.096	0.055
04/10/12 02:00 PM	22.4	0.094	0.107	0.103	0.056
04/10/12 04:00 PM	24.0	0.098	0.108	0.106	0.056
04/10/12 06:00 PM	24.2	0.100	0.109	0.102	0.056
04/10/12 08:00 PM	19.6	0.098	0.108	0.097	0.056
04/10/12 10:00 PM	5.7	0.094	0.105	0.093	0.056
04/11/12 12:00 AM	3.7	0.093	0.105	0.090	0.056
04/11/12 02:00 AM	5.9	0.091	0.105	0.089	0.056
04/11/12 04:00 AM	6.7	0.089	0.105	0.089	0.057
04/11/12 06:00 AM	4.4	0.089	0.105	0.088	0.057
04/11/12 08:00 AM	6.2	0.089	0.105	0.087	0.057
04/11/12 10:00 AM	14.8	0.088	0.107	0.089	0.058
04/11/12 12:00 PM	20.5	0.089	0.109	0.094	0.058
04/11/12 02:00 PM	22.6	0.094	0.110	0.099	0.058
04/11/12 04:00 PM	23.0	0.097	0.110	0.104	0.058
04/11/12 06:00 PM	19.7	0.097	0.109	0.102	0.058
04/11/12 08:00 PM	15.2	0.094	0.108	0.098	0.058
04/11/12 10:00 PM	8.7	0.091	0.106	0.094	0.058
04/12/12 12:00 AM	5.5	0.093	0.115	0.094	0.059
04/12/12 02:00 AM	4.7	0.095	0.114	0.094	0.057
04/12/12 04:00 AM	4.2	0.094	0.115	0.099	0.058
04/12/12 06:00 AM	3.6	0.092	0.116	0.100	0.060
04/12/12 08:00 AM	3.3	0.090	0.116	0.100	0.060
04/12/12 10:00 AM	4.2	0.089	0.115	0.100	0.060
04/12/12 12:00 PM	8.3	0.090	0.111	0.105	0.060
04/12/12 02:00 PM	9.0	0.093	0.108	0.109	0.059
04/12/12 04:00 PM	6.6	0.095	0.114	0.106	0.060
04/12/12 06:00 PM	9.4	0.094	0.109	0.108	0.059
04/12/12 08:00 PM	5.1	0.094	0.105	0.111	0.059
04/12/12 10:00 PM	2.3	0.092	0.105	0.109	0.059
04/13/12 12:00 AM	1.1	0.092	0.104	0.106	0.059
04/13/12 02:00 AM	0.1	0.091	0.103	0.105	0.059
04/13/12 04:00 AM	-1.0	0.090	0.103	0.105	0.059
04/13/12 06:00 AM	-2.1	0.089	0.103	0.104	0.060
04/13/12 08:00 AM	-1.1	0.089	0.104	0.103	0.060
04/13/12 10:00 AM	2.0	0.089	0.104	0.104	0.060
04/13/12 12:00 PM	5.0	0.090	0.105	0.106	0.060
04/13/12 02:00 PM	8.3	0.093	0.105	0.111	0.060
04/13/12 04:00 PM	10.9	0.096	0.106	0.114	0.060
04/13/12 06:00 PM	11.1	0.098	0.106	0.112	0.060
04/13/12 08:00 PM	7.9	0.098	0.105	0.110	0.059
04/13/12 10:00 PM	1.1	0.096	0.103	0.106	0.059
04/14/12 12:00 AM	-0.7	0.094	0.102	0.104	0.059
04/14/12 02:00 AM	-1.6	0.093	0.102	0.103	0.059
04/14/12 04:00 AM	-1.8	0.091	0.102	0.101	0.060
04/14/12 06:00 AM	-1.5	0.090	0.102	0.100	0.060
04/14/12 08:00 AM	0.2	0.090	0.103	0.099	0.060
04/14/12 10:00 AM	6.8	0.089	0.105	0.099	0.060
04/14/12 12:00 PM	11.0	0.090	0.106	0.102	0.060
04/14/12 02:00 PM	14.9	0.094	0.107	0.108	0.060
04/14/12 04:00 PM	16.0	0.098	0.107	0.112	0.060
04/14/12 06:00 PM	13.9	0.099	0.107	0.110	0.059
04/14/12 08:00 PM	9.3	0.096	0.105	0.105	0.059
04/14/12 10:00 PM	5.3	0.094	0.105	0.103	0.059
04/15/12 12:00 AM	3.5	0.092	0.104	0.100	0.059
04/15/12 02:00 AM	1.5	0.092	0.103	0.100	0.058
04/15/12 04:00 AM	0.3	0.091	0.102	0.098	0.059
04/15/12 06:00 AM	-0.2	0.090	0.102	0.097	0.059
04/15/12 08:00 AM	1.5	0.089	0.103	0.096	0.060
04/15/12 10:00 AM	4.7	0.089	0.104	0.097	0.060
04/15/12 12:00 PM	9.4	0.089	0.106	0.101	0.060
04/15/12 02:00 PM	8.6	0.092	0.105	0.106	0.060
04/15/12 04:00 PM	11.0	0.094	0.106	0.108	0.060
04/15/12 06:00 PM	9.4	0.094	0.105	0.107	0.059
04/15/12 08:00 PM	6.5	0.094	0.105	0.104	0.059
04/15/12 10:00 PM	1.6	0.092	0.103	0.100	0.058
04/16/12 12:00 AM	-1.4	0.091	0.103	0.099	0.058
04/16/12 02:00 AM	-4.0	0.090	0.102	0.097	0.058
04/16/12 04:00 AM	-3.3	0.089	0.102	0.095	0.059
04/16/12 06:00 AM	-6.2	0.089	0.102	0.094	0.060
04/16/12 08:00 AM	-5.8	0.088	0.102	0.089	0.060
04/16/12 10:00 AM	4.8	0.087	0.105	0.090	0.060
04/16/12 12:00 PM	9.1	0.087	0.105	0.097	0.060
04/16/12 02:00 PM	12.6	0.091	0.106	0.105	0.060
04/16/12 04:00 PM	12.6	0.094	0.106	0.105	0.060
04/16/12 06:00 PM	10.9	0.094	0.105	0.101	0.059
04/16/12 08:00 PM	8.0	0.092	0.105	0.098	0.059
04/16/12 10:00 PM	5.2	0.091	0.104	0.095	0.059
04/17/12 12:00 AM	0.3	0.090	0.103	0.094	0.059
04/17/12 02:00 AM	1.4	0.089	0.103	0.092	0.059
04/17/12 04:00 AM	3.0	0.088	0.103	0.092	0.059
04/17/12 06:00 AM	3.7	0.088	0.103	0.092	0.059
04/17/12 08:00 AM	3.4	0.087	0.104	0.092	0.059
04/17/12 10:00 AM	6.4	0.087	0.105	0.092	0.060
04/17/12 12:00 PM	12.3	0.089	0.106	0.097	0.060
04/17/12 02:00 PM	15.7	0.094	0.107	0.103	0.060
04/17/12 04:00 PM	17.4	0.097	0.108	0.105	0.060
04/17/12 06:00 PM	15.6	0.098	0.108	0.100	0.060
04/17/12 08:00 PM	12.3	0.095	0.108	0.094	0.060
04/17/12 10:00 PM	8.3	0.093	0.107	0.092	0.060
04/18/12 12:00 AM	7.3	0.091	0.107	0.090	0.060
04/18/12 02:00 AM	6.1	0.091	0.112	0.089	0.060
04/18/12 04:00 AM	5.0	0.093	0.117	0.089	0.061
04/18/12 06:00 AM	4.6	0.090	0.117	0.085	0.062
04/18/12 08:00 AM	3.7	0.088	0.117	0.083	0.062
04/18/12 10:00 AM	6.6	0.088	0.114	0.086	0.061
04/18/12 12:00 PM	12.4	0.087	0.109	0.093	0.060
04/18/12 02:00 PM	12.4	0.090	0.108	0.095	0.060
04/18/12 04:00 PM	15.1	0.094	0.109	0.098	0.060
04/18/12 06:00 PM	13.2	0.094	0.108	0.096	0.060
04/18/12 08:00 PM	11.3	0.093	0.108	0.093	0.060
04/18/12 10:00 PM	6.1	0.090	0.107	0.090	0.060
04/19/12 12:00 AM	4.9	0.089	0.107	0.089	0.060
04/19/12 02:00 AM	2.7	0.089	0.106	0.088	0.060
04/19/12 04:00 AM	-0.1	0.088	0.105	0.086	0.060
04/19/12 06:00 AM	-2.4	0.087	0.105	0.085	0.060
04/19/12 08:00 AM	-1.1	0.085	0.105	0.085	0.061
04/19/12 10:00 AM	6.9	0.085	0.107	0.086	0.061
04/19/12 12:00 PM	9.4	0.086	0.108	0.089	0.062
04/19/12 02:00 PM	13.7	0.089	0.108	0.095	0.061
04/19/12 04:00 PM	15.2	0.094	0.109	0.097	0.061
04/19/12 06:00 PM	16.3	0.095	0.109	0.095	0.061
04/19/12 08:00 PM	13.3	0.094	0.109	0.092	0.060
04/19/12 10:00 PM	4.8	0.091	0.106	0.089	0.060
04/20/12 12:00 AM	5.1	0.089	0.107	0.088	0.060
04/20/12 02:00 AM	5.1	0.088	0.107	0.087	0.060
04/20/12 04:00 AM	4.3	0.087	0.106	0.086	0.060
04/20/12 06:00 AM	1.9	0.086	0.106	0.085	0.060
04/20/12 08:00 AM	2.7	0.085	0.106	0.085	0.060
04/20/12 10:00 AM	7.2	0.085	0.107	0.085	0.061
04/20/12 12:00 PM	13.8	0.088	0.110	0.089	0.061
04/20/12 02:00 PM	17.8	0.093	0.111	0.095	0.061
04/20/12 04:00 PM	20.7	0.097	0.111	0.099	0.061
04/20/12 06:00 PM	22.3	0.098	0.112	0.094	0.061
04/20/12 08:00 PM	19.6	0.097	0.114	0.089	0.061
04/20/12 10:00 PM	8.9	0.092	0.111	0.086	0.060
04/21/12 12:00 AM	4.2	0.090	0.111	0.084	0.060
04/21/12 02:00 AM	3.5	0.088	0.111	0.083	0.060
04/21/12 04:00 AM	3.0	0.087	0.111	0.082	0.060
04/21/12 06:00 AM	2.6	0.086	0.110	0.081	0.061
04/21/12 08:00 AM	1.7	0.085	0.110	0.080	0.061
04/21/12 10:00 AM	14.6	0.085	0.112	0.082	0.062
04/21/12 12:00 PM	19.4	0.087	0.114	0.087	0.062
04/21/12 02:00 PM	22.0	0.093	0.114	0.092	0.062
04/21/12 04:00 PM	23.9	0.097	0.115	0.093	0.061
04/21/12 06:00 PM	24.9	0.099	0.116	0.088	0.061
04/21/12 08:00 PM	22.8	0.097	0.116	0.083	0.061
04/21/12 10:00 PM	8.8	0.092	0.113	0.079	0.061
04/22/12 12:00 AM	9.1	0.089	0.113	0.077	0.061
04/22/12 02:00 AM	7.7	0.088	0.113	0.077	0.061
04/22/12 04:00 AM	4.3	0.086	0.112	0.076	0.061
04/22/12 06:00 AM	5.0	0.085	0.112	0.076	0.061
04/22/12 08:00 AM	6.5	0.084	0.111	0.075	0.061
04/22/12 10:00 AM	17.3	0.084	0.114	0.076	0.062
04/22/12 12:00 PM	23.5	0.087	0.115	0.080	0.062
04/22/12 02:00 PM	25.6	0.093	0.116	0.084	0.062
04/22/12 04:00 PM	27.1	0.097	0.117	0.084	0.062
04/22/12 06:00 PM	26.2	0.099	0.117	0.078	0.062
04/22/12 08:00 PM	23.2	0.096	0.117	0.073	0.062
04/22/12 10:00 PM	13.6	0.092	0.115	0.069	0.061
04/23/12 12:00 AM	11.8	0.089	0.115	0.068	0.061
04/23/12 02:00 AM	10.6	0.088	0.114	0.067	0.061
04/23/12 04:00 AM	8.2	0.086	0.113	0.066	0.061
04/23/12 06:00 AM	7.4	0.085	0.113	0.066	0.061
04/23/12 08:00 AM	9.4	0.084	0.113	0.066	0.061
04/23/12 10:00 AM	19.3	0.084	0.116	0.066	0.062
04/23/12 12:00 PM	24.6	0.088	0.117	0.070	0.062
04/23/12 02:00 PM	26.3	0.093	0.117	0.072	0.061
04/23/12 04:00 PM	28.4	0.095	0.118	0.072	0.061
04/23/12 06:00 PM	27.2	0.096	0.118	0.066	0.061
04/23/12 08:00 PM	17.5	0.092	0.117	0.061	0.061
04/23/12 10:00 PM	12.4	0.088	0.116	0.059	0.061
04/24/12 12:00 AM	12.5	0.085	0.116	0.058	0.061
04/24/12 02:00 AM	11.2	0.084	0.115	0.058	0.061
04/24/12 04:00 AM	8.9	0.083	0.114	0.057	0.061
04/24/12 06:00 AM	8.4	0.082	0.114	0.057	0.061
04/24/12 08:00 AM	9.0	0.081	0.113	0.057	0.061
04/24/12 10:00 AM	18.1	0.081	0.116	0.058	0.061
04/24/12 12:00 PM	22.1	0.083	0.117	0.060	0.061
04/24/12 02:00 PM	24.5	0.089	0.117	0.064	0.061
04/24/12 04:00 PM	18.3	0.090	0.119	0.060	0.060
04/24/12 06:00 PM	20.7	0.084	0.116	0.056	0.060
04/24/12 08:00 PM	18.3	0.083	0.115	0.054	0.061
04/24/12 10:00 PM	12.0	0.083	0.120	0.051	0.061
04/25/12 12:00 AM	9.0	0.088	0.125	0.049	0.062
04/25/12 02:00 AM	6.4	0.083	0.124	0.052	0.061
04/25/12 04:00 AM	4.1	0.083	0.124	0.054	0.061
04/25/12 06:00 AM	4.0	0.081	0.123	0.057	0.061
04/25/12 08:00 AM	5.9	0.077	0.120	0.060	0.062
04/25/12 10:00 AM	13.3	0.076	0.116	0.064	0.062
04/25/12 12:00 PM	18.6	0.079	0.114	0.071	0.062
04/25/12 02:00 PM	21.8	0.086	0.115	0.079	0.062
04/25/12 04:00 PM	23.2	0.091	0.115	0.083	0.061
04/25/12 06:00 PM	21.9	0.090	0.115	0.077	0.061
04/25/12 08:00 PM	18.8	0.087	0.114	0.073	0.061
