logger,plot,date_started,date_uploaded,period,tail,hours
EM20067,15_16_C,2012-04-07 20:00:00 MDT,2012-09-12,1,,
EL5741,15,2012-04-07 20:00:00 MDT,2012-09-12,1,,
EL5743,16,2012-04-07 20:00:00 MDT,2012-09-12,1,,
EL5739,1_2_C,2012-04-07 20:00:00 MDT,2012-09-12,1,,
EL5742,1,2012-04-07 20:00:00 MDT,2012-09-12,1,,
EL5740,2,2012-04-07 20:00:00 MDT,2012-09-12,1,,
