Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
11/09/13 04:00 PM	8.7	0.087	0.107	0.029	0.054
11/09/13 06:00 PM	4.2	0.084	0.105	0.027	0.055
11/09/13 08:00 PM	-1.1	0.081	0.104	0.027	0.056
11/09/13 10:00 PM	-1.7	0.079	0.102	0.027	0.056
11/10/13 12:00 AM	-2.0	0.078	0.101	0.027	0.055
11/10/13 02:00 AM	-1.4	0.077	0.100	0.026	0.055
11/10/13 04:00 AM	-0.8	0.077	0.100	0.026	0.054
11/10/13 06:00 AM	-0.8	0.077	0.100	0.026	0.054
11/10/13 08:00 AM	-0.9	0.076	0.099	0.026	0.054
11/10/13 10:00 AM	5.5	0.077	0.099	0.026	0.054
11/10/13 12:00 PM	9.4	0.080	0.100	0.027	0.054
11/10/13 02:00 PM	11.8	0.083	0.102	0.027	0.054
11/10/13 04:00 PM	12.0	0.084	0.103	0.028	0.054
11/10/13 06:00 PM	5.2	0.082	0.102	0.027	0.055
11/10/13 08:00 PM	1.1	0.079	0.100	0.027	0.056
11/10/13 10:00 PM	0.4	0.077	0.099	0.027	0.056
11/11/13 12:00 AM	1.6	0.077	0.099	0.027	0.056
11/11/13 02:00 AM	0.9	0.077	0.098	0.027	0.056
11/11/13 04:00 AM	0.7	0.076	0.097	0.027	0.055
11/11/13 06:00 AM	0.8	0.076	0.096	0.027	0.055
11/11/13 08:00 AM	-0.1	0.075	0.096	0.026	0.055
11/11/13 10:00 AM	4.7	0.076	0.096	0.027	0.054
11/11/13 12:00 PM	12.6	0.080	0.098	0.028	0.054
11/11/13 02:00 PM	13.8	0.083	0.100	0.028	0.054
11/11/13 04:00 PM	14.6	0.084	0.100	0.029	0.055
11/11/13 06:00 PM	5.1	0.081	0.099	0.028	0.056
11/11/13 08:00 PM	1.3	0.077	0.097	0.028	0.057
11/11/13 10:00 PM	1.0	0.076	0.095	0.028	0.057
11/12/13 12:00 AM	-0.1	0.075	0.094	0.028	0.056
11/12/13 02:00 AM	-0.4	0.074	0.094	0.027	0.056
11/12/13 04:00 AM	-0.8	0.073	0.093	0.027	0.056
11/12/13 06:00 AM	-0.8	0.073	0.093	0.027	0.055
11/12/13 08:00 AM	-0.6	0.072	0.092	0.027	0.055
11/12/13 10:00 AM	8.4	0.074	0.092	0.027	0.054
11/12/13 12:00 PM	14.2	0.077	0.094	0.028	0.054
11/12/13 02:00 PM	16.5	0.082	0.097	0.029	0.054
11/12/13 04:00 PM	15.7	0.083	0.097	0.029	0.055
11/12/13 06:00 PM	7.4	0.079	0.095	0.029	0.056
11/12/13 08:00 PM	3.4	0.077	0.094	0.029	0.057
11/12/13 10:00 PM	4.3	0.075	0.093	0.029	0.057
11/13/13 12:00 AM	3.9	0.074	0.093	0.029	0.057
11/13/13 02:00 AM	4.2	0.074	0.092	0.029	0.057
11/13/13 04:00 AM	3.9	0.073	0.092	0.029	0.056
11/13/13 06:00 AM	3.0	0.073	0.091	0.028	0.056
11/13/13 08:00 AM	2.1	0.072	0.090	0.028	0.056
11/13/13 10:00 AM	4.2	0.073	0.090	0.028	0.056
11/13/13 12:00 PM	4.7	0.074	0.090	0.028	0.056
11/13/13 02:00 PM	5.5	0.076	0.091	0.029	0.056
11/13/13 04:00 PM	8.9	0.078	0.093	0.030	0.056
11/13/13 06:00 PM	4.5	0.077	0.091	0.029	0.057
11/13/13 08:00 PM	0.0	0.074	0.089	0.028	0.057
11/13/13 10:00 PM	-0.7	0.072	0.088	0.028	0.057
11/14/13 12:00 AM	-1.6	0.072	0.087	0.028	0.057
11/14/13 02:00 AM	-2.4	0.071	0.087	0.028	0.056
11/14/13 04:00 AM	-4.0	0.070	0.086	0.027	0.056
11/14/13 06:00 AM	-2.0	0.070	0.085	0.027	0.055
11/14/13 08:00 AM	-1.2	0.070	0.085	0.027	0.055
11/14/13 10:00 AM	-0.8	0.070	0.085	0.027	0.055
11/14/13 12:00 PM	-0.6	0.071	0.085	0.027	0.055
11/14/13 02:00 PM	0.4	0.071	0.086	0.027	0.055
11/14/13 04:00 PM	2.3	0.072	0.087	0.027	0.055
11/14/13 06:00 PM	-0.2	0.071	0.085	0.027	0.055
11/14/13 08:00 PM	-1.1	0.070	0.084	0.027	0.055
11/14/13 10:00 PM	-2.0	0.069	0.084	0.027	0.055
11/15/13 12:00 AM	-4.2	0.068	0.083	0.026	0.055
11/15/13 02:00 AM	-4.6	0.067	0.083	0.026	0.054
11/15/13 04:00 AM	-4.6	0.066	0.081	0.026	0.054
11/15/13 06:00 AM	-7.8	0.062	0.079	0.026	0.054
11/15/13 08:00 AM	-8.7	0.055	0.074	0.026	0.054
11/15/13 10:00 AM	-2.3	0.049	0.072	0.026	0.054
11/15/13 12:00 PM	-1.1	0.053	0.074	0.026	0.054
11/15/13 02:00 PM	-1.0	0.060	0.079	0.026	0.054
11/15/13 04:00 PM	-0.9	0.069	0.083	0.026	0.054
11/15/13 06:00 PM	-2.2	0.068	0.082	0.026	0.054
11/15/13 08:00 PM	-2.5	0.068	0.082	0.026	0.054
11/15/13 10:00 PM	-2.3	0.068	0.082	0.026	0.054
11/16/13 12:00 AM	-2.2	0.067	0.081	0.026	0.054
11/16/13 02:00 AM	-2.1	0.067	0.081	0.026	0.053
11/16/13 04:00 AM	-2.8	0.066	0.080	0.026	0.053
11/16/13 06:00 AM	-3.2	0.067	0.079	0.026	0.054
11/16/13 08:00 AM	-3.1	0.067	0.079	0.026	0.054
11/16/13 10:00 AM	-2.7	0.067	0.079	0.026	0.054
11/16/13 12:00 PM	-0.5	0.068	0.079	0.026	0.053
11/16/13 02:00 PM	1.4	0.070	0.080	0.026	0.054
11/16/13 04:00 PM	1.3	0.070	0.080	0.026	0.054
11/16/13 06:00 PM	-3.0	0.069	0.080	0.026	0.054
11/16/13 08:00 PM	-7.2	0.067	0.080	0.026	0.053
11/16/13 10:00 PM	-9.5	0.066	0.079	0.026	0.053
11/17/13 12:00 AM	-11.8	0.062	0.077	0.026	0.053
11/17/13 02:00 AM	-11.4	0.056	0.074	0.026	0.052
11/17/13 04:00 AM	-12.3	0.048	0.070	0.026	0.052
11/17/13 06:00 AM	-13.8	0.039	0.063	0.026	0.052
11/17/13 08:00 AM	-12.2	0.033	0.055	0.026	0.051
11/17/13 10:00 AM	-6.2	0.032	0.051	0.025	0.051
11/17/13 12:00 PM	-2.6	0.034	0.051	0.025	0.052
11/17/13 02:00 PM	1.0	0.040	0.054	0.026	0.052
11/17/13 04:00 PM	3.5	0.045	0.056	0.026	0.053
11/17/13 06:00 PM	-1.4	0.047	0.057	0.025	0.052
11/17/13 08:00 PM	-7.6	0.043	0.055	0.025	0.051
11/17/13 10:00 PM	-8.1	0.038	0.053	0.025	0.051
11/18/13 12:00 AM	-6.8	0.035	0.050	0.025	0.051
11/18/13 02:00 AM	-4.5	0.033	0.049	0.025	0.051
11/18/13 04:00 AM	-5.7	0.032	0.049	0.025	0.051
11/18/13 06:00 AM	-5.6	0.031	0.048	0.024	0.051
11/18/13 08:00 AM	-5.4	0.030	0.047	0.024	0.050
11/18/13 10:00 AM	1.1	0.031	0.047	0.024	0.051
11/18/13 12:00 PM	4.8	0.037	0.049	0.025	0.051
11/18/13 02:00 PM	4.2	0.043	0.054	0.025	0.052
11/18/13 04:00 PM	5.0	0.049	0.057	0.025	0.052
11/18/13 06:00 PM	1.0	0.054	0.061	0.025	0.052
11/18/13 08:00 PM	-0.4	0.057	0.064	0.025	0.052
11/18/13 10:00 PM	0.5	0.060	0.067	0.025	0.052
11/19/13 12:00 AM	0.4	0.061	0.070	0.025	0.052
11/19/13 02:00 AM	0.2	0.063	0.072	0.025	0.052
11/19/13 04:00 AM	1.0	0.066	0.074	0.025	0.052
11/19/13 06:00 AM	-0.3	0.067	0.075	0.025	0.052
11/19/13 08:00 AM	-1.2	0.068	0.074	0.025	0.052
11/19/13 10:00 AM	1.1	0.068	0.075	0.025	0.052
11/19/13 12:00 PM	4.2	0.072	0.077	0.026	0.053
11/19/13 02:00 PM	4.7	0.076	0.082	0.026	0.053
11/19/13 04:00 PM	3.9	0.078	0.086	0.026	0.053
11/19/13 06:00 PM	2.8	0.079	0.088	0.026	0.054
11/19/13 08:00 PM	2.3	0.080	0.089	0.026	0.054
