Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
04/13/14 12:00 PM	4.2	0.103	0.038	0.130	0.112
04/13/14 02:00 PM	6.4	0.106	0.038	0.131	0.113
04/13/14 04:00 PM	7.8	0.109	0.038	0.131	0.114
04/13/14 06:00 PM	7.9	0.109	0.037	0.132	0.114
04/13/14 08:00 PM	4.0	0.106	0.033	0.132	0.114
04/13/14 10:00 PM	-4.7	0.104	0.032	0.132	0.114
04/14/14 12:00 AM	-6.5	0.100	0.032	0.131	0.113
04/14/14 02:00 AM	-9.5	0.097	0.031	0.130	0.112
04/14/14 04:00 AM	-9.9	0.095	0.029	0.129	0.112
04/14/14 06:00 AM	-10.7	0.094	0.026	0.129	0.111
04/14/14 08:00 AM	-8.6	0.098	0.023	0.128	0.111
04/14/14 10:00 AM	1.5	0.097	0.026	0.128	0.111
04/14/14 12:00 PM	5.9	0.102	0.034	0.128	0.111
04/14/14 02:00 PM	9.1	0.106	0.038	0.128	0.111
04/14/14 04:00 PM	11.5	0.109	0.038	0.129	0.111
04/14/14 06:00 PM	12.8	0.108	0.036	0.130	0.111
04/14/14 08:00 PM	10.9	0.105	0.032	0.130	0.112
04/14/14 10:00 PM	0.8	0.103	0.031	0.130	0.112
04/15/14 12:00 AM	0.3	0.102	0.031	0.130	0.112
04/15/14 02:00 AM	2.8	0.101	0.030	0.130	0.111
04/15/14 04:00 AM	0.3	0.100	0.030	0.129	0.111
04/15/14 06:00 AM	-0.2	0.099	0.030	0.129	0.111
04/15/14 08:00 AM	0.2	0.099	0.029	0.128	0.111
04/15/14 10:00 AM	5.0	0.099	0.030	0.128	0.111
04/15/14 12:00 PM	7.6	0.100	0.029	0.128	0.110
04/15/14 02:00 PM	11.8	0.102	0.031	0.128	0.110
04/15/14 04:00 PM	14.9	0.105	0.032	0.128	0.110
04/15/14 06:00 PM	13.8	0.105	0.032	0.129	0.111
04/15/14 08:00 PM	8.3	0.102	0.029	0.129	0.111
04/15/14 10:00 PM	1.6	0.100	0.028	0.129	0.111
04/16/14 12:00 AM	0.5	0.099	0.028	0.129	0.111
04/16/14 02:00 AM	-3.1	0.098	0.027	0.128	0.110
04/16/14 04:00 AM	-4.1	0.095	0.026	0.128	0.110
