Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 5TM Moisture/Temp m³/m³ VWC	Port 2 5TM Moisture/Temp °C Temp	Port 3 5TM Moisture/Temp m³/m³ VWC	Port 3 5TM Moisture/Temp °C Temp	Port 4 5TM Moisture/Temp m³/m³ VWC	Port 4 5TM Moisture/Temp °C Temp	Port 5 EC-5 Soil Moisture m³/m³ VWC
04/13/14 12:00 PM	-11.9	0.062	-17.5	0.058	-17.2	* * * 	* * * 	-0.208
04/13/14 02:00 PM	7.6	0.166	8.4	0.161	9.7	* * * 	* * * 	0.084
04/13/14 04:00 PM	11.8	0.169	10.6	0.163	12.6	* * * 	* * * 	0.083
04/13/14 06:00 PM	12.1	0.170	11.7	0.163	13.3	* * * 	* * * 	0.083
04/13/14 08:00 PM	6.8	0.168	10.8	0.161	10.7	* * * 	* * * 	0.083
04/13/14 10:00 PM	-5.4	0.166	8.4	0.159	7.6	* * * 	* * * 	0.083
04/14/14 12:00 AM	-7.1	0.165	6.1	0.156	5.2	* * * 	* * * 	0.083
04/14/14 02:00 AM	-10.0	0.163	4.4	0.155	3.6	* * * 	* * * 	0.083
04/14/14 04:00 AM	-10.3	0.162	3.3	0.154	2.6	* * * 	* * * 	0.083
04/14/14 06:00 AM	-11.0	0.162	2.7	0.153	2.1	* * * 	* * * 	0.083
04/14/14 08:00 AM	-7.6	0.161	2.1	0.152	1.6	* * * 	* * * 	0.083
04/14/14 10:00 AM	8.9	0.161	1.9	0.152	1.5	* * * 	* * * 	0.083
04/14/14 12:00 PM	10.8	0.162	3.6	0.154	3.8	* * * 	* * * 	0.083
04/14/14 02:00 PM	12.8	0.166	8.2	0.159	10.3	* * * 	* * * 	0.083
04/14/14 04:00 PM	15.9	0.169	12.0	0.163	14.8	* * * 	* * * 	0.083
04/14/14 06:00 PM	18.2	0.171	13.8	0.165	15.8	* * * 	* * * 	0.083
04/14/14 08:00 PM	13.7	0.170	12.9	0.162	12.7	* * * 	* * * 	0.083
04/14/14 10:00 PM	-0.1	0.167	10.2	0.159	9.4	* * * 	* * * 	0.083
04/15/14 12:00 AM	-0.2	0.165	7.9	0.157	7.0	* * * 	* * * 	0.082
04/15/14 02:00 AM	2.5	0.164	6.7	0.156	6.2	* * * 	* * * 	0.082
04/15/14 04:00 AM	-0.0	0.164	6.1	0.156	5.7	* * * 	* * * 	0.082
04/15/14 06:00 AM	-0.5	0.163	5.5	0.155	5.1	* * * 	* * * 	0.082
04/15/14 08:00 AM	0.1	0.163	5.0	0.154	4.7	* * * 	* * * 	0.081
04/15/14 10:00 AM	5.9	0.163	5.1	0.154	5.1	* * * 	* * * 	0.081
04/15/14 12:00 PM	9.5	0.163	6.1	0.156	6.4	* * * 	* * * 	0.081
04/15/14 02:00 PM	14.2	0.165	8.2	0.158	9.2	* * * 	* * * 	0.081
04/15/14 04:00 PM	17.0	0.168	11.3	0.161	13.0	* * * 	* * * 	0.081
04/15/14 06:00 PM	16.5	0.170	12.4	0.159	13.5	* * * 	* * * 	0.085
04/15/14 08:00 PM	9.8	0.169	11.8	0.157	11.8	* * * 	* * * 	0.085
04/15/14 10:00 PM	1.0	0.167	9.5	0.155	8.9	* * * 	* * * 	0.085
04/16/14 12:00 AM	0.2	0.165	7.6	0.154	6.9	* * * 	* * * 	0.085
04/16/14 02:00 AM	-3.7	0.164	6.2	0.153	5.5	* * * 	* * * 	0.085
04/16/14 04:00 AM	-4.4	0.163	5.0	0.151	4.2	* * * 	* * * 	0.085
04/16/14 06:00 AM	-10.3	0.162	3.8	0.151	3.1	* * * 	* * * 	0.085
04/16/14 08:00 AM	-5.9	0.161	2.8	0.150	2.2	* * * 	* * * 	0.084
04/16/14 10:00 AM	7.2	0.161	2.9	0.150	2.8	* * * 	* * * 	0.084
04/16/14 12:00 PM	14.1	0.163	5.4	0.151	6.2	* * * 	* * * 	0.084
04/16/14 02:00 PM	14.7	0.166	9.1	0.155	10.8	* * * 	* * * 	0.084
04/16/14 04:00 PM	16.7	0.168	12.3	0.159	14.6	* * * 	* * * 	0.084
04/16/14 06:00 PM	17.8	0.170	14.0	0.161	15.7	* * * 	* * * 	0.083
04/16/14 08:00 PM	10.8	0.169	13.3	0.159	13.4	* * * 	* * * 	0.084
04/16/14 10:00 PM	4.8	0.167	11.1	0.156	10.7	* * * 	* * * 	0.084
04/17/14 12:00 AM	-0.3	0.165	9.1	0.155	8.4	* * * 	* * * 	0.084
04/17/14 02:00 AM	-3.1	0.163	7.3	0.153	6.5	* * * 	* * * 	0.084
04/17/14 04:00 AM	-3.5	0.162	6.0	0.152	5.3	* * * 	* * * 	0.083
04/17/14 06:00 AM	-3.6	0.161	5.1	0.151	4.5	* * * 	* * * 	0.083
04/17/14 08:00 AM	-1.5	0.161	4.4	0.151	3.9	* * * 	* * * 	0.083
04/17/14 10:00 AM	10.9	0.161	4.6	0.150	4.3	* * * 	* * * 	0.083
04/17/14 12:00 PM	16.9	0.162	7.0	0.152	7.4	* * * 	* * * 	0.083
04/17/14 02:00 PM	16.9	0.166	10.6	0.156	12.0	* * * 	* * * 	0.083
04/17/14 04:00 PM	20.3	0.167	12.7	0.158	14.2	* * * 	* * * 	0.083
04/17/14 06:00 PM	20.3	0.169	14.5	0.159	15.7	* * * 	* * * 	0.083
04/17/14 08:00 PM	16.8	0.168	13.8	0.157	13.7	* * * 	* * * 	0.083
04/17/14 10:00 PM	11.0	0.166	12.0	0.156	11.5	* * * 	* * * 	0.083
04/18/14 12:00 AM	6.5	0.164	10.5	0.154	9.9	* * * 	* * * 	0.083
04/18/14 02:00 AM	5.4	0.163	9.2	0.153	8.7	* * * 	* * * 	0.083
04/18/14 04:00 AM	6.2	0.163	8.5	0.152	8.2	* * * 	* * * 	0.083
04/18/14 06:00 AM	6.5	0.162	8.2	0.151	8.0	* * * 	* * * 	0.083
04/18/14 08:00 AM	6.7	0.162	8.0	0.151	7.9	* * * 	* * * 	0.083
04/18/14 10:00 AM	5.6	0.161	7.9	0.151	7.9	* * * 	* * * 	0.083
04/18/14 12:00 PM	7.3	0.161	8.0	0.150	8.1	* * * 	* * * 	0.083
04/18/14 02:00 PM	15.2	0.163	9.4	0.152	10.1	* * * 	* * * 	0.083
04/18/14 04:00 PM	18.1	0.164	11.2	0.154	11.9	* * * 	* * * 	0.083
04/18/14 06:00 PM	20.5	0.165	12.9	0.156	13.9	* * * 	* * * 	0.083
04/18/14 08:00 PM	14.7	0.165	12.8	0.156	12.5	* * * 	* * * 	0.083
04/18/14 10:00 PM	5.7	0.163	10.7	0.154	9.9	* * * 	* * * 	0.083
