Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
04/13/14 02:00 PM	5.9	0.108	0.056	0.114	0.015
04/13/14 04:00 PM	7.3	0.109	0.056	0.114	0.015
04/13/14 06:00 PM	7.6	0.11	0.054	0.115	0.016
04/13/14 08:00 PM	4.1	0.109	0.054	0.116	0.016
04/13/14 10:00 PM	-3.7	0.106	0.054	0.116	0.017
04/13/14 12:00 PM	4	0.104	0.054	0.114	0.015
04/14/14 02:00 AM	-9.6	0.103	0.054	0.115	0.016
04/14/14 02:00 PM	9.6	0.106	0.055	0.112	0.015
04/14/14 04:00 AM	-9.9	0.102	0.054	0.114	0.015
04/14/14 04:00 PM	12.2	0.109	0.055	0.113	0.015
04/14/14 06:00 AM	-10.7	0.101	0.054	0.113	0.015
04/14/14 06:00 PM	14	0.11	0.053	0.114	0.015
04/14/14 08:00 AM	-8.6	0.1	0.054	0.113	0.015
04/14/14 08:00 PM	12.3	0.109	0.051	0.116	0.015
04/14/14 10:00 AM	1.9	0.1	0.054	0.113	0.016
04/14/14 10:00 PM	0	0.106	0.051	0.117	0.016
04/14/14 12:00 AM	-6.1	0.105	0.054	0.116	0.016
04/14/14 12:00 PM	5.9	0.103	0.054	0.112	0.015
04/15/14 02:00 AM	2.8	0.103	0.053	0.117	0.017
04/15/14 02:00 PM	12.6	0.101	0.051	0.114	0.015
04/15/14 04:00 AM	-0.1	0.102	0.053	0.116	0.017
04/15/14 04:00 PM	15	0.105	0.051	0.114	0.015
04/15/14 06:00 AM	-0.8	0.101	0.052	0.115	0.016
04/15/14 06:00 PM	13.3	0.105	0.049	0.115	0.016
04/15/14 08:00 AM	-0.4	0.101	0.052	0.115	0.016
04/15/14 08:00 PM	8.3	0.105	0.048	0.116	0.017
