403365600,0,0,0,0,0
403372800,0,0,0,0,0
403380000,0,0,0,0,0
403387200,0,0,0,0,0
403394400,0,0,0,0,0
403401600,0,0,0,0,0
403408800,0,0,0,0,0
403416000,0,0,0,0,0
403423200,0,0,0,0,0
403430400,0,0,0,0,0
403437600,0,0,0,0,0
403444800,0,0,0,0,0
403452000,0,0,0,0,0
403459200,1914,2399142082,2512388299,0,594
403466400,1824,2428502211,2478833867,0,596
403473600,1431,2382364866,2373976264,0,597
403480800,1364,2306867390,2277507270,0,599
403488000,1208,2248147131,2210398404,0,599
403495200,1022,2189426873,2130706626,0,599
403502400,974,2134900920,2063597760,0,600
403509600,959,2088763575,2030043327,0,600
403516800,944,2063597750,2004877502,0,601
403524000,1377,2051014838,2046820544,0,601
403531200,1707,2109735095,2281701575,0,601
403538400,1908,2252341436,2478833868,0,601
403545600,1891,2361393345,2545942735,0,601
403552800,1837,2399142081,2470445261,0,601
403560000,1392,2353004737,2361393353,0,601
403567200,1259,2277507261,2256535750,0,601
403574400,1303,2222981306,2206204101,0,602
403581600,1211,2193621177,2172649668,0,602
403588800,1113,2160066744,2130706627,0,602
403596000,1127,2130706615,2097152194,0,602
403603200,1156,2113929399,2088763585,0,602
403610400,1241,2105540791,2092957890,0,602
403617600,1491,2134900919,2151678148,0,602
403624800,1912,2227175610,2344616137,0,602
403632000,1990,2357199040,2495611086,0,602
403639200,2003,2407530689,2428502221,0,602
403646400,1363,2365587648,2323644617,0,602
403653600,1195,2269118652,2202009798,0,603
403660800,1185,2206204089,2151678148,0,603
403668000,1178,2168455352,2122318019,0,603
403675200,1237,2151678135,2118123715,0,603
403682400,1287,2151678136,2130706627,0,603
403689600,1292,2155872440,2139095236,0,603
403696800,1284,2155872439,2139095236,0,603
403704000,1499,2172649656,2181038278,0,603
403711200,1562,2218787001,2285895881,0,603
403718400,1854,2269118652,2382364876,0,603
403725600,1593,2294284477,2327838923,0,603
403732800,1236,2231369914,2206204103,0,603
403740000,1059,2155872440,2088763588,0,603
403747200,950,2084569270,2000683202,0,603
403754400,882,2038431925,1954545856,0,603
403761600,777,1992294580,1904214207,0,602
403768800,675,1946157235,1849688253,0,602
403776000,631,1900019890,1799356604,0,602
403783200,1161,1874854065,1841299646,0,601
403790400,1552,1933574322,2113929413,0,601
403797600,1685,2080374966,2327838923,0,601
403804800,1782,2214592698,2411725006,0,601
403812000,1724,2281701565,2298478795,0,601
403819200,1118,2218787002,2168455367,0,601
403826400,921,2118123704,2051014851,0,601
403833600,763,2038431926,1954545856,0,601
403840800,771,1971323060,1887436991,0,601
403848000,791,1933574323,1858076862,0,601
403855200,725,1904214194,1828716733,0,601
403862400,762,1879048370,1807745212,0,601
403869600,1195,1870659761,1862271166,0,601
403876800,1568,1937768627,2113929413,0,601
403884000,1766,2088763574,2340421835,0,601
403891200,1819,2227175610,2428502222,0,601
403898400,1773,2294284477,2311061707,0,601
403905600,985,2227175610,2168455366,0,601
403912800,941,2109735095,2038431939,0,601
403920000,920,2042626230,1975517377,0,601
403927200,911,2000683189,1937768640,0,601
403934400,919,1971323060,1912602815,0,601
403941600,986,1958740147,1912602815,0,601
403948800,980,1958740147,1916797119,0,601
403956000,1173,1954545843,1937768640,0,601
403963200,1364,2004877492,2038431938,0,601
403970400,1531,2101346483,2155872436,0,581
403977600,1507,2172649651,2231369897,0,576
403984800,1419,2185232564,2218786984,0,577
403992000,1186,2151678131,2151678119,0,577
403999200,1088,2088763570,2063597733,0,577
404006400,1081,2038431920,2009071780,0,577
404013600,1191,2025849008,2004877476,0,577
404020800,1122,2030043312,2017460388,0,577
404028000,963,1996488879,1962934435,0,577
404035200,1109,1971323055,1946157219,0,577
404042400,1281,1979711663,1971323043,0,577
404049600,1571,2038431920,2092957862,0,577
404056800,1675,2143289522,2248147114,0,577
404064000,1887,2231369908,2344616108,0,578
404071200,1727,2277507254,2311061675,0,578
404078400,1341,2218786996,2210398377,0,577
404085600,1141,2143289523,2109735079,0,578
404092800,1060,2080374962,2042626213,0,578
404100000,1042,2038431920,2000683173,0,578
404107200,1053,2017460400,1983905956,0,578
404114400,1006,2000683184,1967128740,0,578
404121600,972,1983905967,1950351523,0,578
404128800,1056,1971323055,1941962915,0,578
404136000,1306,2017460400,2013266085,0,578
404143200,1499,2126512306,2168455336,0,578
404150400,1562,2210398388,2260730026,0,578
404157600,1486,2231369908,2248147114,0,578
404164800,1260,2176843956,2160066729,0,578
404172000,1183,2122318003,2097152167,0,578
404179200,945,2071986353,2034237606,0,578
404186400,913,2009071792,1950351524,0,578
404193600,1010,1983905967,1937768612,0,578
404200800,1064,1979711663,1946157220,0,578
404208000,1063,1983905967,1954545828,0,578
404215200,1100,1979711663,1950351524,0,578
404222400,1220,2009071792,2000683173,0,578
404229600,1100,2034237617,2013266087,0,579
404236800,1109,2038431923,2017460393,0,579
404244000,1129,2067792052,2046820523,0,579
404251200,1108,2046820532,2000683179,0,579
404258400,1090,2017460404,1967128747,0,579
404265600,1018,1988100275,1937768619,0,579
404272800,1002,1962934451,1904214187,0,579
404280000,1002,1946157234,1891631275,0,579
404287200,986,1933574322,1879048363,0,579
404294400,966,1916797106,1862271147,0,579
404301600,995,1904214194,1849688235,0,579
404308800,1119,1933574322,1925185710,0,579
404316000,1205,1971323059,1979711663,0,579
404323200,1245,2000683188,2013266097,0,579
404330400,1262,2004877492,1950351536,0,578
404337600,915,1941962931,1866465454,0,578
404344800,764,1887436978,1807745197,0,577
404352000,742,1849688241,1778385068,0,577
404359200,730,1824522416,1749024939,0,577
404366400,704,1795162287,1707081898,0,577
404373600,696,1769996463,1665138857,0,577
404380800,690,1744830638,1631584425,0,577
404388000,859,1719664814,1635778729,0,577
404395200,1067,1736442031,1698693291,0,577
404402400,1334,1782579377,1820328111,0,577
404409600,1434,1941962933,2038431925,0,577
404416800,1301,2025849015,1992294581,0,577
404424000,782,1950351542,1853882546,0,576
404431200,822,1870659764,1786773680,0,577
404438400,800,1837105331,1761607856,0,577
404445600,862,1811939506,1749024943,0,577
404452800,852,1807745202,1744830640,0,577
404460000,841,1803550898,1744830640,0,576
404467200,832,1799356594,1744830640,0,577
404474400,862,1799356594,1744830640,0,576
404481600,1101,1799356595,1753219249,0,577
404488800,1147,1837105332,1866465460,0,577
404496000,1184,1937768630,2009071801,0,577
404503200,1005,1950351543,1958740152,0,577
404510400,939,1895825590,1874854071,0,576
404517600,850,1853882549,1811939509,0,576
404524800,775,1824522420,1774190772,0,576
404532000,718,1799356596,1744830643,0,576
404539200,651,1769996467,1702887602,0,575
404546400,722,1740636338,1656750256,0,576
404553600,773,1728053426,1656750256,0,576
404560800,818,1732247730,1669333169,0,575
404568000,862,1744830642,1690304689,0,575
404575200,843,1753219251,1711276210,0,575
404582400,881,1757413555,1715470515,0,575
404589600,876,1765802164,1723859123,0,575
404596800,864,1769996468,1723859123,0,575
404604000,855,1769996468,1728053428,0,575
404611200,858,1769996468,1728053428,0,575
404618400,865,1769996468,1728053428,0,575
404625600,870,1774190772,1732247732,0,575
404632800,877,1774190773,1736442037,0,575
404640000,870,1774190773,1736442037,0,575
404647200,902,1778385077,1740636341,0,575
404654400,1008,1778385077,1740636341,0,575
404661600,1068,1786773686,1749024950,0,575
404668800,1022,1828716727,1761607863,0,575
404676000,980,1849688248,1778385080,0,575
404683200,924,1837105336,1774190777,0,575
404690400,926,1816133815,1757413561,0,575
404697600,955,1807745207,1753219257,0,575
404704800,963,1803550903,1757413561,0,575
404712000,955,1803550903,1757413561,0,575
404719200,919,1803550903,1757413562,0,575
404726400,903,1795162295,1749024953,0,575
404733600,990,1795162295,1753219258,0,575
404740800,1078,1816133816,1795162299,0,576
404748000,1151,1874854073,1866465469,0,575
404755200,1340,1941962939,1962934464,0,576
404762400,1243,2017460413,2013266115,0,575
404769600,1109,1983905981,1941962945,0,576
404776800,1099,1941962940,1895825600,0,576
404784000,1057,1912602811,1866465472,0,577
404791200,1069,1887436987,1849688255,0,577
404798400,1079,1879048378,1845493952,0,577
404805600,1079,1870659770,1841299648,0,577
404812800,1072,1866465466,1837105344,0,577
404820000,1147,1866465466,1845493952,0,577
404827200,1563,1912602812,1962934468,0,577
404834400,1657,2042626239,2189426892,0,577
404841600,1840,2147483842,2248147151,0,577
404848800,1826,2206204100,2193621198,0,577
404856000,1244,2130706627,2080374987,0,577
404863200,1124,2042626241,1983905993,0,577
404870400,1063,1975517375,1916797127,0,578
404877600,1032,1929380030,1874854085,0,578
404884800,1041,1904214205,1849688261,0,578
404892000,1043,1887436988,1841299653,0,578
404899200,1040,1883242684,1841299653,0,577
404906400,1114,1879048380,1845493957,0,577
404913600,1317,1912602813,1908408518,0,577
404920800,1766,2021654720,2101346508,0,577
404928000,1717,2155872452,2239758546,0,578
404935200,1685,2181038277,2181038289,0,578
404942400,1167,2113929412,2063597774,0,578
404949600,1134,2030043330,1967128779,0,578
404956800,1086,1975517376,1920991434,0,578
404964000,1018,1937768639,1879048393,0,578
404971200,1045,1904214206,1849688264,0,578
404978400,1082,1891631294,1849688264,0,578
404985600,1040,1887436990,1841299655,0,578
404992800,1156,1879048382,1845493959,0,578
405000000,1515,1929380031,1941962954,0,578
