year,rep,ch1,ch2,ch3,ch4
2011,1,197.4,94.1,1139.3,271.5
2011,2,212.1,103.2,1271.4,310
2011,3,196,102.5,664.5,158.2
2011,4,155.5,77.1,706.7,172.7
2011,5,251.3,128.5,980.5,241.6
2011,6,241,120.3,940.4,227.3
2011,7,219.2,117,756,183.4
2011,8,206.5,107.1,671.8,163
2011,9,212.2,111.8,850.7,208.7
2011,10,267.6,133.6,859.7,210.1
2011,11,156.7,78.6,581.4,138.9
2011,12,179,89.6,690.6,164.3
2011,13,136.4,64.1,917.6,229.6
2011,14,130.6,60,778,197.6
2011,15,178.3,90.9,680.9,163.1
