Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
11/04/15 08:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
11/04/15 10:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 12:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 02:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 04:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 06:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 08:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 10:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 12:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 02:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
11/05/15 04:00 PM	-9.1	-0.081	-0.078	-0.076	-0.034
11/05/15 06:00 PM	-0.9	0.105	0.110	0.110	0.172
11/05/15 08:00 PM	-1.6	0.106	0.110	0.108	0.169
11/05/15 10:00 PM	-1.8	0.108	0.111	0.107	0.168
11/06/15 12:00 AM	-2.9	0.109	0.112	0.106	0.167
11/06/15 02:00 AM	-4.6	0.109	0.112	0.105	0.166
11/06/15 04:00 AM	-8.0	0.110	0.112	0.100	0.162
11/06/15 06:00 AM	-8.2	0.111	0.113	0.094	0.157
11/06/15 08:00 AM	-6.5	0.111	0.115	0.090	0.153
11/06/15 10:00 AM	0.7	0.111	0.116	0.087	0.151
11/06/15 12:00 PM	3.0	0.112	0.114	0.089	0.152
11/06/15 02:00 PM	4.7	0.112	0.114	0.100	0.161
11/06/15 04:00 PM	4.8	0.112	0.114	0.103	0.166
11/06/15 06:00 PM	-0.4	0.111	0.114	0.098	0.163
11/06/15 08:00 PM	-5.0	0.112	0.115	0.094	0.157
11/06/15 10:00 PM	-6.4	0.113	0.117	0.089	0.150
11/07/15 12:00 AM	-6.9	0.113	0.117	0.077	0.141
11/07/15 02:00 AM	-7.4	0.113	0.116	0.065	0.135
11/07/15 04:00 AM	-7.2	0.113	0.114	0.051	0.130
11/07/15 06:00 AM	-7.1	0.113	0.113	0.037	0.125
11/07/15 08:00 AM	-5.4	0.112	0.112	0.026	0.121
11/07/15 10:00 AM	-2.0	0.112	0.112	0.025	0.119
11/07/15 12:00 PM	-0.1	0.112	0.111	0.036	0.121
11/07/15 02:00 PM	2.7	0.112	0.110	0.054	0.123
11/07/15 04:00 PM	4.9	0.112	0.109	0.070	0.125
11/07/15 06:00 PM	0.9	0.112	0.109	0.077	0.128
11/07/15 08:00 PM	-3.6	0.112	0.110	0.075	0.131
11/07/15 10:00 PM	-3.7	0.112	0.111	0.072	0.130
11/08/15 12:00 AM	-4.5	0.112	0.111	0.060	0.126
11/08/15 02:00 AM	-5.4	0.112	0.111	0.051	0.119
11/08/15 04:00 AM	-5.6	0.112	0.111	0.039	0.112
11/08/15 06:00 AM	-5.7	0.112	0.111	0.026	0.103
11/08/15 08:00 AM	-5.1	0.112	0.110	0.015	0.092
11/08/15 10:00 AM	3.0	0.112	0.109	0.009	0.086
11/08/15 12:00 PM	6.9	0.111	0.107	0.022	0.092
11/08/15 02:00 PM	8.3	0.111	0.106	0.049	0.105
11/08/15 04:00 PM	8.6	0.111	0.106	0.068	0.120
11/08/15 06:00 PM	3.2	0.111	0.105	0.067	0.123
11/08/15 08:00 PM	-2.2	0.111	0.106	0.063	0.124
11/08/15 10:00 PM	-2.4	0.112	0.108	0.061	0.123
11/09/15 12:00 AM	-1.6	0.112	0.109	0.056	0.120
11/09/15 02:00 AM	-1.3	0.112	0.109	0.048	0.115
11/09/15 04:00 AM	-1.6	0.112	0.109	0.043	0.110
11/09/15 06:00 AM	-0.8	0.112	0.109	0.038	0.105
11/09/15 08:00 AM	-0.7	0.112	0.109	0.032	0.100
11/09/15 10:00 AM	3.4	0.111	0.108	0.033	0.099
11/09/15 12:00 PM	3.8	0.111	0.107	0.041	0.103
11/09/15 02:00 PM	4.5	0.111	0.106	0.041	0.105
11/09/15 04:00 PM	5.5	0.111	0.105	0.044	0.108
11/09/15 06:00 PM	2.3	0.111	0.105	0.050	0.113
11/09/15 08:00 PM	0.4	0.111	0.105	0.056	0.119
11/09/15 10:00 PM	-0.3	0.111	0.105	0.058	0.123
11/10/15 12:00 AM	-0.5	0.111	0.105	0.059	0.124
11/10/15 02:00 AM	-1.2	0.111	0.105	0.058	0.125
11/10/15 04:00 AM	-1.7	0.111	0.105	0.057	0.125
11/10/15 06:00 AM	-1.9	0.111	0.105	0.057	0.124
11/10/15 08:00 AM	-1.9	0.111	0.106	0.056	0.123
11/10/15 10:00 AM	-1.3	0.111	0.107	0.056	0.123
11/10/15 12:00 PM	-0.6	0.111	0.107	0.058	0.126
11/10/15 02:00 PM	0.1	0.111	0.106	0.060	0.130
11/10/15 04:00 PM	2.7	0.111	0.106	0.061	0.133
11/10/15 06:00 PM	-0.4	0.111	0.106	0.059	0.130
11/10/15 08:00 PM	-3.9	0.111	0.107	0.056	0.127
11/10/15 10:00 PM	-5.1	0.112	0.109	0.054	0.124
11/11/15 12:00 AM	-6.3	0.113	0.110	0.047	0.119
11/11/15 02:00 AM	-6.3	0.113	0.111	0.037	0.112
11/11/15 04:00 AM	-7.4	0.113	0.111	0.022	0.104
11/11/15 06:00 AM	-9.1	0.113	0.110	0.005	0.089
11/11/15 08:00 AM	-9.2	0.113	0.109	-0.009	0.072
11/11/15 10:00 AM	-5.1	0.112	0.109	-0.014	0.060
11/11/15 12:00 PM	-3.3	0.112	0.108	-0.008	0.060
11/11/15 02:00 PM	-1.4	0.111	0.106	0.004	0.067
11/11/15 04:00 PM	-0.5	0.111	0.105	0.021	0.075
11/11/15 06:00 PM	-2.7	0.111	0.105	0.026	0.079
11/11/15 08:00 PM	-4.0	0.111	0.106	0.028	0.083
11/11/15 10:00 PM	-4.7	0.112	0.107	0.030	0.086
11/12/15 12:00 AM	-6.4	0.113	0.108	0.026	0.081
