Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
11/04/15 12:00 PM	-0.4	0.129	0.123	0.055	0.072
11/04/15 02:00 PM	-0.0	0.134	0.134	0.063	0.072
11/04/15 04:00 PM	0.0	0.139	0.140	0.062	0.072
11/04/15 06:00 PM	-0.5	0.140	0.143	0.059	0.071
11/04/15 08:00 PM	-1.1	0.137	0.142	0.057	0.070
11/04/15 10:00 PM	-1.3	0.135	0.141	0.057	0.070
11/05/15 12:00 AM	-1.2	0.134	0.140	0.056	0.070
11/05/15 02:00 AM	-1.5	0.133	0.140	0.056	0.070
11/05/15 04:00 AM	-1.9	0.132	0.138	0.056	0.070
11/05/15 06:00 AM	-2.2	0.130	0.137	0.056	0.069
11/05/15 08:00 AM	-2.6	0.129	0.137	0.055	0.069
11/05/15 10:00 AM	-2.2	0.128	0.136	0.055	0.069
11/05/15 12:00 PM	-1.9	0.128	0.135	0.055	0.069
11/05/15 02:00 PM	-0.5	0.129	0.135	0.056	0.069
11/05/15 04:00 PM	-0.1	0.131	0.136	0.056	0.070
11/05/15 06:00 PM	-0.9	0.130	0.137	0.055	0.068
11/05/15 08:00 PM	-1.5	0.129	0.138	0.055	0.068
11/05/15 10:00 PM	-1.8	0.128	0.137	0.055	0.068
11/06/15 12:00 AM	-2.8	0.128	0.136	0.054	0.068
11/06/15 02:00 AM	-4.0	0.127	0.136	0.054	0.067
11/06/15 04:00 AM	-7.1	0.124	0.134	0.054	0.067
11/06/15 06:00 AM	-7.4	0.121	0.133	0.053	0.066
11/06/15 08:00 AM	-5.9	0.118	0.129	0.053	0.066
11/06/15 10:00 AM	0.8	0.117	0.126	0.054	0.067
11/06/15 12:00 PM	1.5	0.123	0.126	0.054	0.067
11/06/15 02:00 PM	3.1	0.139	0.133	0.054	0.066
11/06/15 04:00 PM	4.8	0.138	0.140	0.054	0.066
11/06/15 06:00 PM	-0.1	0.133	0.138	0.054	0.066
11/06/15 08:00 PM	-5.0	0.128	0.136	0.054	0.066
11/06/15 10:00 PM	-6.4	0.123	0.133	0.052	0.065
11/07/15 12:00 AM	-6.8	0.119	0.128	0.052	0.065
11/07/15 02:00 AM	-7.3	0.114	0.121	0.051	0.064
11/07/15 04:00 AM	-7.1	0.108	0.115	0.051	0.064
11/07/15 06:00 AM	-6.9	0.101	0.109	0.051	0.063
11/07/15 08:00 AM	-5.3	0.095	0.104	0.051	0.063
11/07/15 10:00 AM	-2.0	0.094	0.103	0.051	0.063
11/07/15 12:00 PM	-0.3	0.096	0.104	0.050	0.064
11/07/15 02:00 PM	2.5	0.102	0.106	0.051	0.065
11/07/15 04:00 PM	5.1	0.111	0.111	0.051	0.065
11/07/15 06:00 PM	1.2	0.117	0.119	0.050	0.065
11/07/15 08:00 PM	-3.4	0.115	0.119	0.050	0.064
11/07/15 10:00 PM	-3.5	0.111	0.116	0.050	0.064
11/08/15 12:00 AM	-4.3	0.108	0.112	0.049	0.063
11/08/15 02:00 AM	-5.3	0.105	0.108	0.049	0.063
11/08/15 04:00 AM	-5.4	0.101	0.103	0.049	0.063
11/08/15 06:00 AM	-5.3	0.096	0.099	0.049	0.062
11/08/15 08:00 AM	-4.5	0.091	0.094	0.049	0.062
11/08/15 10:00 AM	3.4	0.089	0.092	0.049	0.063
11/08/15 12:00 PM	6.3	0.097	0.096	0.050	0.065
11/08/15 02:00 PM	7.9	0.112	0.100	0.050	0.065
11/08/15 04:00 PM	8.5	0.116	0.111	0.049	0.065
11/08/15 06:00 PM	4.2	0.114	0.113	0.049	0.065
11/08/15 08:00 PM	-2.2	0.111	0.112	0.050	0.065
11/08/15 10:00 PM	-2.1	0.109	0.111	0.050	0.065
11/09/15 12:00 AM	-1.3	0.107	0.110	0.049	0.065
11/09/15 02:00 AM	-1.2	0.105	0.109	0.049	0.065
11/09/15 04:00 AM	-1.5	0.104	0.107	0.049	0.065
11/09/15 06:00 AM	-0.7	0.103	0.105	0.049	0.065
11/09/15 08:00 AM	-0.5	0.101	0.105	0.049	0.064
11/09/15 10:00 AM	3.4	0.101	0.105	0.049	0.065
11/09/15 12:00 PM	3.8	0.102	0.105	0.049	0.065
11/09/15 02:00 PM	4.5	0.104	0.105	0.049	0.065
11/09/15 04:00 PM	5.5	0.108	0.110	0.049	0.065
11/09/15 06:00 PM	2.5	0.109	0.111	0.049	0.065
11/09/15 08:00 PM	0.4	0.117	0.111	0.055	0.071
11/09/15 10:00 PM	-0.2	0.119	0.113	0.055	0.071
11/10/15 12:00 AM	-0.5	0.118	0.113	0.054	0.070
11/10/15 02:00 AM	-1.2	0.117	0.113	0.051	0.068
11/10/15 04:00 AM	-1.7	0.115	0.112	0.050	0.068
11/10/15 06:00 AM	-1.9	0.113	0.112	0.050	0.067
11/10/15 08:00 AM	-1.9	0.112	0.111	0.050	0.067
11/10/15 10:00 AM	-1.3	0.111	0.111	0.050	0.067
11/10/15 12:00 PM	-0.7	0.113	0.111	0.050	0.067
11/10/15 02:00 PM	0.2	0.117	0.111	0.051	0.068
11/10/15 04:00 PM	3.2	0.118	0.113	0.050	0.067
11/10/15 06:00 PM	-0.4	0.116	0.112	0.049	0.066
11/10/15 08:00 PM	-4.0	0.112	0.111	0.049	0.065
11/10/15 10:00 PM	-5.2	0.110	0.110	0.049	0.065
11/11/15 12:00 AM	-6.3	0.107	0.108	0.049	0.064
11/11/15 02:00 AM	-6.4	0.104	0.105	0.049	0.064
11/11/15 04:00 AM	-7.4	0.099	0.101	0.049	0.063
11/11/15 06:00 AM	-9.0	0.093	0.096	0.049	0.062
11/11/15 08:00 AM	-8.9	0.084	0.090	0.049	0.062
11/11/15 10:00 AM	-5.0	0.078	0.087	0.049	0.062
11/11/15 12:00 PM	-3.3	0.079	0.088	0.049	0.063
11/11/15 02:00 PM	-1.5	0.083	0.089	0.049	0.063
11/11/15 04:00 PM	-0.5	0.089	0.094	0.049	0.064
11/11/15 06:00 PM	-2.6	0.092	0.094	0.049	0.063
11/11/15 08:00 PM	-4.0	0.093	0.095	0.049	0.063
11/11/15 10:00 PM	-4.6	0.094	0.095	0.049	0.062
11/12/15 12:00 AM	-6.3	0.092	0.094	0.049	0.062
11/12/15 02:00 AM	-5.8	0.087	0.090	0.049	0.062
11/12/15 04:00 AM	-5.0	0.081	0.087	0.049	0.062
11/12/15 06:00 AM	-5.4	0.076	0.083	0.049	0.062
11/12/15 08:00 AM	-6.1	0.070	0.079	0.049	0.062
11/12/15 10:00 AM	0.1	0.065	0.077	0.049	0.062
11/12/15 12:00 PM	3.1	0.073	0.078	0.049	0.064
11/12/15 02:00 PM	5.0	0.094	0.086	0.049	0.064
11/12/15 04:00 PM	4.3	0.105	0.094	0.049	0.064
11/12/15 06:00 PM	-1.8	0.105	0.096	0.049	0.063
11/12/15 08:00 PM	-4.1	0.102	0.096	0.049	0.063
11/12/15 10:00 PM	-4.7	0.100	0.096	0.049	0.063
11/13/15 12:00 AM	-5.6	0.098	0.094	0.050	0.063
11/13/15 02:00 AM	-5.7	0.094	0.091	0.049	0.062
11/13/15 04:00 AM	-4.4	0.090	0.087	0.050	0.062
11/13/15 06:00 AM	-4.8	0.087	0.083	0.049	0.062
11/13/15 08:00 AM	-5.3	0.082	0.080	0.049	0.062
11/13/15 10:00 AM	-1.2	0.079	0.078	0.049	0.062
11/13/15 12:00 PM	3.3	0.083	0.081	0.049	0.064
11/13/15 02:00 PM	6.2	0.094	0.089	0.049	0.065
11/13/15 04:00 PM	6.6	0.100	0.097	0.050	0.065
11/13/15 06:00 PM	0.6	0.100	0.100	0.049	0.065
11/13/15 08:00 PM	-2.5	0.098	0.101	0.049	0.065
11/13/15 10:00 PM	-2.8	0.097	0.100	0.049	0.065
11/14/15 12:00 AM	-2.6	0.096	0.100	0.049	0.065
11/14/15 02:00 AM	-2.9	0.094	0.098	0.049	0.064
11/14/15 04:00 AM	-3.6	0.093	0.095	0.049	0.064
11/14/15 06:00 AM	-4.0	0.090	0.092	0.049	0.063
11/14/15 08:00 AM	-3.7	0.087	0.089	0.049	0.063
11/14/15 10:00 AM	4.4	0.086	0.088	0.049	0.064
11/14/15 12:00 PM	8.9	0.092	0.091	0.049	0.065
11/14/15 02:00 PM	10.6	0.098	0.096	0.050	0.065
11/14/15 04:00 PM	10.9	0.100	0.101	0.050	0.065
11/14/15 06:00 PM	4.2	0.098	0.100	0.050	0.065
11/14/15 08:00 PM	-1.4	0.095	0.100	0.050	0.065
11/14/15 10:00 PM	-2.4	0.094	0.100	0.049	0.066
11/15/15 12:00 AM	-2.4	0.094	0.099	0.049	0.066
11/15/15 02:00 AM	-2.2	0.093	0.098	0.049	0.065
11/15/15 04:00 AM	-3.1	0.091	0.097	0.049	0.064
11/15/15 06:00 AM	-2.0	0.089	0.095	0.049	0.064
11/15/15 08:00 AM	-3.0	0.088	0.094	0.049	0.063
11/15/15 10:00 AM	4.8	0.088	0.093	0.049	0.064
11/15/15 12:00 PM	10.0	0.091	0.094	0.049	0.065
11/15/15 02:00 PM	10.8	0.095	0.096	0.049	0.066
11/15/15 04:00 PM	10.6	0.097	0.100	0.049	0.066
11/15/15 06:00 PM	1.9	0.094	0.098	0.049	0.066
11/15/15 08:00 PM	-2.6	0.093	0.098	0.049	0.065
11/15/15 10:00 PM	-2.9	0.091	0.098	0.049	0.065
11/16/15 12:00 AM	-3.6	0.090	0.097	0.049	0.065
11/16/15 02:00 AM	-2.8	0.089	0.096	0.049	0.065
11/16/15 04:00 AM	-1.3	0.089	0.095	0.049	0.065
11/16/15 06:00 AM	-1.3	0.089	0.094	0.049	0.064
11/16/15 08:00 AM	-3.8	0.088	0.094	0.049	0.064
11/16/15 10:00 AM	-1.6	0.088	0.093	0.049	0.064
11/16/15 12:00 PM	2.1	0.089	0.094	0.048	0.065
11/16/15 02:00 PM	1.1	0.090	0.094	0.047	0.065
11/16/15 04:00 PM	0.6	0.090	0.094	0.047	0.065
11/16/15 06:00 PM	-1.7	0.089	0.094	0.047	0.064
11/16/15 08:00 PM	-4.6	0.088	0.094	0.048	0.064
11/16/15 10:00 PM	-5.9	0.086	0.092	0.048	0.063
11/17/15 12:00 AM	-6.1	0.083	0.089	0.048	0.063
11/17/15 02:00 AM	-9.3	0.077	0.084	0.048	0.062
11/17/15 04:00 AM	-9.4	0.070	0.078	0.048	0.062
11/17/15 06:00 AM	-8.2	0.063	0.073	0.048	0.062
11/17/15 08:00 AM	-7.4	0.057	0.070	0.048	0.062
11/17/15 10:00 AM	-6.1	0.054	0.066	0.048	0.062
11/17/15 12:00 PM	-3.6	0.055	0.067	0.047	0.062
