Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 5TM Moisture/Temp m³/m³ VWC	Port 2 5TM Moisture/Temp °C Temp	Port 3 5TM Moisture/Temp m³/m³ VWC	Port 3 5TM Moisture/Temp °C Temp	Port 4 5TM Moisture/Temp m³/m³ VWC	Port 4 5TM Moisture/Temp °C Temp	Port 5 5TM Moisture/Temp m³/m³ VWC	Port 5 5TM Moisture/Temp °C Temp
09/15/14 06:00 PM	28.9	0.095	23.9	-0.015	40.5	0.131	16.2	* * * 	* * * 
09/15/14 08:00 PM	19.8	0.094	23.0	0.016	23.7	0.132	16.7	* * * 	* * * 
09/15/14 10:00 PM	14.2	0.091	20.6	0.015	17.2	0.133	17.1	* * * 	* * * 
09/16/14 12:00 AM	12.7	0.089	18.5	0.015	14.8	0.133	17.3	* * * 	* * * 
09/16/14 02:00 AM	11.6	0.087	17.1	0.015	13.2	0.133	17.3	* * * 	* * * 
09/16/14 04:00 AM	10.4	0.086	16.0	0.015	12.3	0.133	17.2	* * * 	* * * 
09/16/14 06:00 AM	11.6	0.086	15.2	0.016	12.8	0.133	16.9	* * * 	* * * 
09/16/14 08:00 AM	12.0	0.085	15.0	0.016	13.2	0.132	16.7	* * * 	* * * 
09/16/14 10:00 AM	17.3	0.085	14.9	0.017	15.8	0.132	16.5	* * * 	* * * 
09/16/14 12:00 PM	22.7	0.086	16.0	0.018	21.8	0.132	16.3	* * * 	* * * 
09/16/14 02:00 PM	29.6	0.087	18.5	0.020	32.1	0.131	16.2	* * * 	* * * 
09/16/14 04:00 PM	31.6	0.090	22.4	0.020	40.3	0.131	16.3	* * * 	* * * 
09/16/14 06:00 PM	30.3	0.092	24.4	0.019	36.5	0.131	16.6	* * * 	* * * 
09/16/14 08:00 PM	23.0	0.091	23.6	0.017	25.4	0.132	17.1	* * * 	* * * 
09/16/14 10:00 PM	15.3	0.088	21.4	0.016	18.8	0.133	17.5	* * * 	* * * 
09/17/14 12:00 AM	13.2	0.086	19.3	0.016	16.0	0.133	17.7	* * * 	* * * 
09/17/14 02:00 AM	12.5	0.085	17.9	0.016	14.5	0.133	17.7	* * * 	* * * 
09/17/14 04:00 AM	10.7	0.084	16.8	0.016	13.1	0.133	17.6	* * * 	* * * 
09/17/14 06:00 AM	9.9	0.083	15.8	0.016	12.1	0.133	17.4	* * * 	* * * 
09/17/14 08:00 AM	9.8	0.082	15.1	0.016	11.5	0.132	17.2	* * * 	* * * 
09/17/14 10:00 AM	19.7	0.081	14.8	0.018	16.0	0.132	16.9	* * * 	* * * 
09/17/14 12:00 PM	30.0	0.083	16.9	0.021	29.3	0.131	16.7	* * * 	* * * 
09/17/14 02:00 PM	30.2	0.086	20.6	0.021	35.9	0.131	16.6	* * * 	* * * 
09/17/14 04:00 PM	30.6	0.088	22.9	0.020	36.5	0.131	16.7	* * * 	* * * 
09/17/14 06:00 PM	29.2	0.089	24.0	0.019	32.9	0.131	17.1	* * * 	* * * 
09/17/14 08:00 PM	23.4	0.088	23.3	0.017	24.9	0.132	17.5	* * * 	* * * 
09/17/14 10:00 PM	16.4	0.086	21.4	0.016	18.8	0.132	17.8	* * * 	* * * 
09/18/14 12:00 AM	16.0	0.084	19.6	0.016	16.8	0.133	18.0	* * * 	* * * 
09/18/14 02:00 AM	16.1	0.082	18.5	0.016	16.2	0.133	18.0	* * * 	* * * 
09/18/14 04:00 AM	15.7	0.081	17.7	0.017	16.0	0.132	17.9	* * * 	* * * 
09/18/14 06:00 AM	15.3	0.081	17.3	0.017	16.0	0.132	17.7	* * * 	* * * 
09/18/14 08:00 AM	13.2	0.081	17.0	0.019	15.5	0.131	17.6	* * * 	* * * 
09/18/14 10:00 AM	15.1	0.081	16.6	0.023	16.3	0.131	17.4	* * * 	* * * 
09/18/14 12:00 PM	22.8	0.080	17.4	0.027	22.3	0.131	17.3	* * * 	* * * 
09/18/14 02:00 PM	25.7	0.082	19.5	0.030	26.8	0.131	17.2	* * * 	* * * 
09/18/14 04:00 PM	27.8	0.084	21.5	0.032	30.2	0.131	17.2	* * * 	* * * 
09/18/14 06:00 PM	23.4	0.085	22.7	0.027	26.3	0.131	17.4	* * * 	* * * 
09/18/14 08:00 PM	18.7	0.084	21.6	0.023	21.2	0.131	17.7	* * * 	* * * 
09/18/14 10:00 PM	14.6	0.082	20.1	0.022	17.3	0.132	17.9	* * * 	* * * 
09/19/14 12:00 AM	12.5	0.081	18.6	0.022	15.6	0.132	18.0	* * * 	* * * 
09/19/14 02:00 AM	9.6	0.080	17.4	0.021	13.0	0.131	17.9	* * * 	* * * 
09/19/14 04:00 AM	8.0	0.078	16.2	0.021	11.4	0.131	17.8	* * * 	* * * 
09/19/14 06:00 AM	7.3	0.077	15.1	0.021	10.5	0.131	17.6	* * * 	* * * 
09/19/14 08:00 AM	7.0	0.076	14.3	0.021	9.7	0.130	17.3	* * * 	* * * 
09/19/14 10:00 AM	16.7	0.076	13.9	0.023	13.7	0.130	17.1	* * * 	* * * 
09/19/14 12:00 PM	23.4	0.078	15.7	0.028	25.6	0.129	16.8	* * * 	* * * 
09/19/14 02:00 PM	25.4	0.081	19.5	0.027	33.5	0.129	16.6	* * * 	* * * 
09/19/14 04:00 PM	26.3	0.085	22.9	0.025	37.8	0.129	16.7	* * * 	* * * 
09/19/14 06:00 PM	26.6	0.086	24.3	0.022	34.0	0.129	17.1	* * * 	* * * 
09/19/14 08:00 PM	19.5	0.085	23.3	0.019	23.0	0.130	17.5	* * * 	* * * 
09/19/14 10:00 PM	12.1	0.083	20.8	0.018	16.5	0.131	17.9	* * * 	* * * 
09/20/14 12:00 AM	10.6	0.080	18.7	0.018	14.2	0.131	18.0	* * * 	* * * 
09/20/14 02:00 AM	9.1	0.079	17.2	0.018	12.6	0.131	18.0	* * * 	* * * 
09/20/14 04:00 AM	8.0	0.078	16.0	0.018	11.4	0.131	17.8	* * * 	* * * 
09/20/14 06:00 AM	7.6	0.077	15.1	0.018	10.7	0.130	17.6	* * * 	* * * 
09/20/14 08:00 AM	7.0	0.076	14.3	0.018	9.7	0.130	17.3	* * * 	* * * 
09/20/14 10:00 AM	17.1	0.076	14.0	0.019	13.8	0.129	17.1	* * * 	* * * 
09/20/14 12:00 PM	25.5	0.077	15.9	0.023	26.7	0.129	16.8	* * * 	* * * 
09/20/14 02:00 PM	27.7	0.081	20.1	0.023	35.7	0.129	16.7	* * * 	* * * 
09/20/14 04:00 PM	28.3	0.085	23.7	0.023	40.4	0.129	16.8	* * * 	* * * 
09/20/14 06:00 PM	28.4	0.086	25.2	0.020	36.0	0.129	17.1	* * * 	* * * 
09/20/14 08:00 PM	20.9	0.085	24.1	0.018	23.8	0.130	17.6	* * * 	* * * 
09/20/14 10:00 PM	13.3	0.082	21.5	0.017	17.2	0.130	18.0	* * * 	* * * 
09/21/14 12:00 AM	12.9	0.080	19.4	0.017	15.3	0.131	18.2	* * * 	* * * 
09/21/14 02:00 AM	12.3	0.078	17.9	0.017	14.0	0.131	18.2	* * * 	* * * 
09/21/14 04:00 AM	11.8	0.077	16.8	0.017	12.8	0.130	18.0	* * * 	* * * 
09/21/14 06:00 AM	11.9	0.076	16.0	0.017	12.3	0.130	17.8	* * * 	* * * 
09/21/14 08:00 AM	12.2	0.075	15.4	0.017	12.2	0.129	17.6	* * * 	* * * 
09/21/14 10:00 AM	18.9	0.075	15.2	0.018	15.6	0.129	17.4	* * * 	* * * 
09/21/14 12:00 PM	26.3	0.076	16.9	0.021	26.8	0.129	17.1	* * * 	* * * 
09/21/14 02:00 PM	30.0	0.080	20.5	0.022	34.7	0.129	17.0	* * * 	* * * 
09/21/14 04:00 PM	26.9	0.083	23.2	0.020	34.2	0.129	17.1	* * * 	* * * 
09/21/14 06:00 PM	25.3	0.082	23.1	0.019	28.6	0.129	17.4	* * * 	* * * 
09/21/14 08:00 PM	20.0	0.081	22.3	0.018	23.4	0.129	17.8	* * * 	* * * 
09/21/14 10:00 PM	16.4	0.079	20.8	0.017	19.3	0.130	18.0	* * * 	* * * 
09/22/14 12:00 AM	13.8	0.078	19.6	0.018	17.9	0.129	18.1	* * * 	* * * 
09/22/14 02:00 AM	12.3	0.077	18.6	0.027	16.1	0.129	18.1	* * * 	* * * 
09/22/14 04:00 AM	11.3	0.076	17.8	0.034	14.3	0.129	18.1	* * * 	* * * 
09/22/14 06:00 AM	10.9	0.075	16.9	0.035	13.1	0.129	17.9	* * * 	* * * 
09/22/14 08:00 AM	9.9	0.075	16.1	0.036	12.1	0.129	17.8	* * * 	* * * 
09/22/14 10:00 AM	13.2	0.074	15.7	0.040	14.8	0.128	17.6	* * * 	* * * 
09/22/14 12:00 PM	17.0	0.075	16.6	0.044	20.0	0.128	17.4	* * * 	* * * 
09/22/14 02:00 PM	20.4	0.076	18.2	0.047	24.0	0.128	17.2	* * * 	* * * 
09/22/14 04:00 PM	18.8	0.078	19.7	0.047	23.3	0.128	17.2	* * * 	* * * 
09/22/14 06:00 PM	17.8	0.078	19.6	0.046	20.4	0.128	17.3	* * * 	* * * 
09/22/14 08:00 PM	14.4	0.078	18.9	0.046	17.3	0.128	17.4	* * * 	* * * 
09/22/14 10:00 PM	11.5	0.076	17.6	0.044	13.6	0.128	17.5	* * * 	* * * 
09/23/14 12:00 AM	10.4	0.075	16.4	0.043	12.2	0.128	17.5	* * * 	* * * 
09/23/14 02:00 AM	9.4	0.074	15.3	0.042	10.8	0.128	17.4	* * * 	* * * 
09/23/14 04:00 AM	8.7	0.073	14.5	0.042	10.2	0.127	17.2	* * * 	* * * 
09/23/14 06:00 AM	7.6	0.073	13.7	0.041	9.1	0.127	17.0	* * * 	* * * 
09/23/14 08:00 AM	7.4	0.073	13.0	0.041	8.5	0.126	16.7	* * * 	* * * 
09/23/14 10:00 AM	14.7	0.072	12.7	0.044	12.3	0.126	16.5	* * * 	* * * 
09/23/14 12:00 PM	21.6	0.074	14.8	0.051	21.9	0.126	16.3	* * * 	* * * 
09/23/14 02:00 PM	24.0	0.077	18.5	0.057	28.2	0.126	16.1	* * * 	* * * 
09/23/14 04:00 PM	24.9	0.081	22.1	0.060	31.8	0.126	16.2	* * * 	* * * 
09/23/14 06:00 PM	22.5	0.083	23.5	0.055	26.0	0.126	16.6	* * * 	* * * 
09/23/14 08:00 PM	17.2	0.081	21.7	0.049	19.3	0.127	17.0	* * * 	* * * 
09/23/14 10:00 PM	12.7	0.079	19.5	0.045	14.8	0.128	17.3	* * * 	* * * 
09/24/14 12:00 AM	12.9	0.077	17.6	0.043	13.3	0.128	17.5	* * * 	* * * 
09/24/14 02:00 AM	12.3	0.076	16.4	0.042	12.6	0.128	17.4	* * * 	* * * 
09/24/14 04:00 AM	12.0	0.075	15.7	0.041	12.4	0.128	17.3	* * * 	* * * 
09/24/14 06:00 AM	11.6	0.074	15.1	0.040	12.0	0.127	17.1	* * * 	* * * 
09/24/14 08:00 AM	10.8	0.074	14.6	0.040	11.3	0.127	16.9	* * * 	* * * 
09/24/14 10:00 AM	18.7	0.074	14.2	0.041	13.9	0.126	16.7	* * * 	* * * 
09/24/14 12:00 PM	26.7	0.075	16.2	0.047	24.6	0.126	16.5	* * * 	* * * 
09/24/14 02:00 PM	29.1	0.080	20.4	0.047	30.8	0.126	16.4	* * * 	* * * 
09/24/14 04:00 PM	29.5	0.084	24.1	0.041	34.9	0.126	16.6	* * * 	* * * 
09/24/14 06:00 PM	29.3	0.086	25.3	0.033	31.8	0.127	17.0	* * * 	* * * 
09/24/14 08:00 PM	21.5	0.085	23.9	0.028	22.7	0.128	17.5	* * * 	* * * 
09/24/14 10:00 PM	11.8	0.082	21.1	0.026	16.1	0.128	17.9	* * * 	* * * 
09/25/14 12:00 AM	10.7	0.079	18.7	0.025	13.3	0.129	18.1	* * * 	* * * 
09/25/14 02:00 AM	10.6	0.078	17.0	0.025	11.8	0.129	18.0	* * * 	* * * 
09/25/14 04:00 AM	10.4	0.076	15.8	0.025	11.4	0.128	17.8	* * * 	* * * 
09/25/14 06:00 AM	9.9	0.075	14.9	0.025	10.8	0.128	17.6	* * * 	* * * 
09/25/14 08:00 AM	9.3	0.075	14.2	0.025	10.2	0.127	17.3	* * * 	* * * 
09/25/14 10:00 AM	20.8	0.075	13.8	0.027	13.7	0.127	17.0	* * * 	* * * 
09/25/14 12:00 PM	28.1	0.076	15.9	0.031	25.7	0.126	16.8	* * * 	* * * 
09/25/14 02:00 PM	30.1	0.081	20.2	0.030	32.5	0.126	16.6	* * * 	* * * 
09/25/14 04:00 PM	30.3	0.085	23.6	0.027	35.9	0.126	16.7	* * * 	* * * 
09/25/14 06:00 PM	29.3	0.086	24.6	0.024	31.9	0.127	17.1	* * * 	* * * 
09/25/14 08:00 PM	21.8	0.085	23.2	0.021	22.7	0.127	17.5	* * * 	* * * 
09/25/14 10:00 PM	10.9	0.082	20.7	0.019	15.8	0.128	17.9	* * * 	* * * 
09/26/14 12:00 AM	13.9	0.080	18.5	0.019	14.1	0.128	18.0	* * * 	* * * 
09/26/14 02:00 AM	11.8	0.079	17.3	0.020	13.4	0.128	18.0	* * * 	* * * 
09/26/14 04:00 AM	8.9	0.077	16.1	0.019	11.4	0.128	17.8	* * * 	* * * 
09/26/14 06:00 AM	7.6	0.077	15.2	0.019	11.2	0.127	17.6	* * * 	* * * 
09/26/14 08:00 AM	6.3	0.076	14.4	0.019	10.1	0.127	17.3	* * * 	* * * 
09/26/14 10:00 AM	13.1	0.075	14.0	0.021	12.7	0.126	17.1	* * * 	* * * 
09/26/14 12:00 PM	19.5	0.076	15.1	0.025	21.1	0.126	16.8	* * * 	* * * 
09/26/14 02:00 PM	24.3	0.079	18.3	0.026	29.8	0.126	16.7	* * * 	* * * 
09/26/14 04:00 PM	24.5	0.083	21.9	0.025	33.7	0.126	16.7	* * * 	* * * 
09/26/14 06:00 PM	24.6	0.085	23.2	0.023	31.5	0.126	16.9	* * * 	* * * 
09/26/14 08:00 PM	17.7	0.084	22.3	0.021	22.3	0.126	17.3	* * * 	* * * 
09/26/14 10:00 PM	11.4	0.083	20.2	0.029	16.5	0.127	17.6	* * * 	* * * 
09/27/14 12:00 AM	11.3	0.083	18.2	0.100	14.1	0.127	17.8	* * * 	* * * 
09/27/14 02:00 AM	11.0	0.082	16.5	0.147	13.2	0.127	17.7	* * * 	* * * 
09/27/14 04:00 AM	11.1	0.082	15.6	0.153	13.0	0.126	17.5	* * * 	* * * 
09/27/14 06:00 AM	11.5	0.083	15.0	0.177	12.9	0.125	17.3	* * * 	* * * 
09/27/14 08:00 AM	11.4	0.102	14.5	0.199	12.8	0.125	17.1	* * * 	* * * 
09/27/14 10:00 AM	11.6	0.120	14.2	0.191	13.0	0.125	16.8	* * * 	* * * 
